Category: All categories

Day,Ripple: (Worldwide)
2014-02-05,98
2014-02-06,84
2014-02-07,85
2014-02-08,76
2014-02-09,85
2014-02-10,84
2014-02-11,95
2014-02-12,89
2014-02-13,98
2014-02-14,72
2014-02-15,89
2014-02-16,91
2014-02-17,83
2014-02-18,85
2014-02-19,90
2014-02-20,91
2014-02-21,97
2014-02-22,90
2014-02-23,93
2014-02-24,91
2014-02-25,100
2014-02-26,96
2014-02-27,98
2014-02-28,90
2014-03-01,80
2014-03-02,82
2014-03-03,97
2014-03-04,93
2014-03-05,90
