Category: All categories

Day,Ripple: (Worldwide)
2014-01-05,74
2014-01-06,83
2014-01-07,85
2014-01-08,90
2014-01-09,93
2014-01-10,95
2014-01-11,85
2014-01-12,81
2014-01-13,92
2014-01-14,85
2014-01-15,90
2014-01-16,92
2014-01-17,83
2014-01-18,79
2014-01-19,94
2014-01-20,76
2014-01-21,80
2014-01-22,77
2014-01-23,94
2014-01-24,81
2014-01-25,100
2014-01-26,85
2014-01-27,90
2014-01-28,92
2014-01-29,81
2014-01-30,90
2014-01-31,86
2014-02-01,85
2014-02-02,82
2014-02-03,76
2014-02-04,83
2014-02-05,98
