Category: All categories

Day,Ripple: (Worldwide)
2016-07-05,91
2016-07-06,84
2016-07-07,88
2016-07-08,93
2016-07-09,89
2016-07-10,78
2016-07-11,83
2016-07-12,89
2016-07-13,90
2016-07-14,86
2016-07-15,89
2016-07-16,89
2016-07-17,86
2016-07-18,90
2016-07-19,89
2016-07-20,100
2016-07-21,89
2016-07-22,94
2016-07-23,94
2016-07-24,82
2016-07-25,83
2016-07-26,91
2016-07-27,79
2016-07-28,91
2016-07-29,94
2016-07-30,97
2016-07-31,97
2016-08-01,90
2016-08-02,82
2016-08-03,97
2016-08-04,90
2016-08-05,79
