Category: All categories

Day,Dogecoin: (Worldwide)
2016-02-01,90
2016-02-02,95
2016-02-03,83
2016-02-04,84
2016-02-05,83
2016-02-06,100
2016-02-07,89
2016-02-08,79
2016-02-09,98
2016-02-10,87
2016-02-11,80
2016-02-12,90
2016-02-13,57
2016-02-14,52
2016-02-15,69
2016-02-16,66
2016-02-17,67
2016-02-18,58
2016-02-19,53
2016-02-20,75
2016-02-21,69
2016-02-22,66
2016-02-23,57
2016-02-24,68
2016-02-25,55
2016-02-26,70
2016-02-27,72
2016-02-28,84
2016-02-29,65
2016-03-01,66
