Category: All categories

Day,Dogecoin: (Worldwide)
2015-09-01,63
2015-09-02,95
2015-09-03,67
2015-09-04,80
2015-09-05,50
2015-09-06,47
2015-09-07,62
2015-09-08,100
2015-09-09,66
2015-09-10,84
2015-09-11,74
2015-09-12,62
2015-09-13,85
2015-09-14,65
2015-09-15,54
2015-09-16,81
2015-09-17,58
2015-09-18,80
2015-09-19,75
2015-09-20,97
2015-09-21,90
2015-09-22,88
2015-09-23,76
2015-09-24,51
2015-09-25,66
2015-09-26,78
2015-09-27,80
2015-09-28,89
2015-09-29,49
2015-09-30,72
2015-10-01,88
