Category: All categories

Day,Ripple: (Worldwide)
2018-04-14,49
2018-04-15,52
2018-04-16,52
2018-04-17,55
2018-04-18,54
2018-04-19,68
2018-04-20,100
2018-04-21,71
2018-04-22,62
2018-04-23,66
2018-04-24,77
2018-04-25,70
2018-04-26,58
2018-04-27,53
2018-04-28,48
2018-04-29,49
2018-04-30,49
2018-05-01,49
2018-05-02,49
2018-05-03,54
2018-05-04,57
2018-05-05,51
2018-05-06,46
2018-05-07,50
2018-05-08,48
2018-05-09,48
