Category: All categories

Day,Bitcoin: (Worldwide)
2018-04-14,79
2018-04-15,78
2018-04-16,83
2018-04-17,81
2018-04-18,82
2018-04-19,84
2018-04-20,85
2018-04-21,78
2018-04-22,76
2018-04-23,83
2018-04-24,100
2018-04-25,93
2018-04-26,80
2018-04-27,78
2018-04-28,67
2018-04-29,68
2018-04-30,72
2018-05-01,73
2018-05-02,71
2018-05-03,76
2018-05-04,73
2018-05-05,75
2018-05-06,69
2018-05-07,75
2018-05-08,73
2018-05-09,68
