Category: All categories

Day,Dogecoin: (Worldwide)
2015-02-01,74
2015-02-02,73
2015-02-03,70
2015-02-04,95
2015-02-05,68
2015-02-06,100
2015-02-07,67
2015-02-08,85
2015-02-09,87
2015-02-10,68
2015-02-11,61
2015-02-12,62
2015-02-13,56
2015-02-14,67
2015-02-15,68
2015-02-16,71
2015-02-17,78
2015-02-18,90
2015-02-19,61
2015-02-20,75
2015-02-21,71
2015-02-22,83
2015-02-23,61
2015-02-24,63
2015-02-25,73
2015-02-26,60
2015-02-27,79
2015-02-28,79
2015-03-01,57
