Category: All categories

Day,Ripple: (Worldwide)
2016-08-05,81
2016-08-06,77
2016-08-07,74
2016-08-08,100
2016-08-09,85
2016-08-10,84
2016-08-11,79
2016-08-12,81
2016-08-13,87
2016-08-14,82
2016-08-15,72
2016-08-16,84
2016-08-17,82
2016-08-18,88
2016-08-19,90
2016-08-20,73
2016-08-21,82
2016-08-22,92
2016-08-23,92
2016-08-24,92
2016-08-25,98
2016-08-26,98
2016-08-27,68
2016-08-28,94
2016-08-29,84
2016-08-30,99
2016-08-31,90
2016-09-01,85
2016-09-02,89
2016-09-03,93
2016-09-04,84
2016-09-05,88
