Category: All categories

Day,Dogecoin: (Worldwide)
2018-04-14,80
2018-04-15,87
2018-04-16,74
2018-04-17,100
2018-04-18,94
2018-04-19,99
2018-04-20,89
2018-04-21,82
2018-04-22,84
2018-04-23,77
2018-04-24,89
2018-04-25,65
2018-04-26,64
2018-04-27,72
2018-04-28,81
2018-04-29,72
2018-04-30,66
2018-05-01,66
2018-05-02,64
2018-05-03,58
2018-05-04,62
2018-05-05,62
2018-05-06,76
2018-05-07,79
2018-05-08,80
2018-05-09,66
