Category: All categories

Day,Ripple: (Worldwide)
2017-05-05,54
2017-05-06,44
2017-05-07,58
2017-05-08,88
2017-05-09,68
2017-05-10,57
2017-05-11,56
2017-05-12,52
2017-05-13,50
2017-05-14,53
2017-05-15,69
2017-05-16,94
2017-05-17,100
2017-05-18,83
2017-05-19,80
2017-05-20,81
2017-05-21,71
2017-05-22,88
2017-05-23,84
2017-05-24,86
2017-05-25,85
2017-05-26,81
2017-05-27,73
2017-05-28,65
2017-05-29,59
2017-05-30,68
2017-05-31,67
2017-06-01,82
2017-06-02,69
2017-06-03,56
2017-06-04,55
2017-06-05,61
