Category: All categories

Day,Dogecoin: (Worldwide)
2016-04-01,72
2016-04-02,67
2016-04-03,53
2016-04-04,73
2016-04-05,42
2016-04-06,64
2016-04-07,61
2016-04-08,61
2016-04-09,86
2016-04-10,87
2016-04-11,63
2016-04-12,98
2016-04-13,82
2016-04-14,72
2016-04-15,87
2016-04-16,76
2016-04-17,63
2016-04-18,85
2016-04-19,72
2016-04-20,68
2016-04-21,76
2016-04-22,78
2016-04-23,64
2016-04-24,66
2016-04-25,82
2016-04-26,100
2016-04-27,96
2016-04-28,68
2016-04-29,63
2016-04-30,74
2016-05-01,93
