Category: All categories

Day,Ripple: (Worldwide)
2017-01-05,89
2017-01-06,84
2017-01-07,81
2017-01-08,80
2017-01-09,90
2017-01-10,91
2017-01-11,92
2017-01-12,86
2017-01-13,86
2017-01-14,87
2017-01-15,83
2017-01-16,85
2017-01-17,85
2017-01-18,83
2017-01-19,84
2017-01-20,92
2017-01-21,82
2017-01-22,81
2017-01-23,95
2017-01-24,90
2017-01-25,85
2017-01-26,80
2017-01-27,82
2017-01-28,78
2017-01-29,85
2017-01-30,85
2017-01-31,92
2017-02-01,100
2017-02-02,96
2017-02-03,89
2017-02-04,88
2017-02-05,86
