Category: All categories

Day,Ripple: (Worldwide)
2017-09-05,94
2017-09-06,91
2017-09-07,86
2017-09-08,77
2017-09-09,73
2017-09-10,68
2017-09-11,78
2017-09-12,83
2017-09-13,82
2017-09-14,85
2017-09-15,82
2017-09-16,60
2017-09-17,64
2017-09-18,73
2017-09-19,77
2017-09-20,70
2017-09-21,64
2017-09-22,62
2017-09-23,57
2017-09-24,49
2017-09-25,63
2017-09-26,66
2017-09-27,78
2017-09-28,71
2017-09-29,65
2017-09-30,64
2017-10-01,60
2017-10-02,64
2017-10-03,73
2017-10-04,78
2017-10-05,100
