Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530607864.0,VARZAR_INVESTMENT,Trading plan: LTCUSD (Litecoin),"
Litecoin rate has made a sharp surge upwards. 
Priority of the day: LTCUSD 0.59%  rate increase to $ 91.50. 
In our opinion, the quotation of Litecoin finishes its growth, and further fall is possible. 
Projected scenarios: 
1. The  LTCUSD 0.59%  rate will rise from $ 84.30 to $ 91.50. 
2. The  LTCUSD 0.59%  rate will be in range. 
An alternative scenario: 
The rate of Litecoin can continue to fall with a target near the level of $ 71. 

",Long,36,0,3
1530607378.0,KostadinAndonov,LTC gets back in the macro triangle,"
Next segnificant resistance alligns with the top of the resistance line of the triangle and the  weekly pivots , which are around 103 dollars. If 103 gets broket we are free to go off.
",Long,49,0,2
1530597607.0,taleman82,ltc possibles short or long,"
shorts or longs 
",,22,0,2
1530583279.0,ifandbuts,LTC Bullish Idea,"
LTC will test the Daily 50  EMA  then pull back to test the previous week's high. 

Then LTC will push to test the Weekly 50  EMA .
",Long,131,0,1
1530580067.0,TamerFakhoury,LTC,"
look like a mine bull run i picked some LTC at 80 selling at 100  
let me know with a comment what you think about this pattern and if you agree or disagree :) 
",,193,1,1
