Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530977819.0,mehrshadspeed,#xrpusd sell with us in short time ,"
all of our charts say everythings nothing more needed to explain 
""we have dominate on market ""  
contact us for our services  

",Short,83,0,2
1530977472.0,AlmostaTrader,XRP - 07/07,"
Solid support here.
",,76,0,2
