Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530390073.0,mehrshadspeed,#etherusd ready for going to moon ,"
hi again check this out and contact us for learning forex with us  
#fxstargroup 
#mentor #forex #luxury #motivation #success 
#rich #billionaires # millionaires  
#enterpreur #etoro #tradingview #forexlearning 
#investing #money #bitcoin #blockchain 
#broker #xmbroker #alpari #crypto  
#fx #forextrading #accountmanagment  
#forexlifestyle #eurusd #gbpusd #btc 
#binaryoption #iqoption  
#facebook #news #market #stocks #trading #instaforex 
#instastocks #instamoney #dollar #scalp 
#gold #crude  oil 0.95% 
",,36,0,0
