Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530147343.0,gjmullen,"XLM NO SELLERS, NO VOLUME, NO PRICE DECLINE","
 stellar -9.79%  has no  volume , no price decline and no sellers 
the next leg up is likely to be a screamer! 
",Long,9,0,0
