Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530767962.0,FKNchinaman,Another LTC count,"
Alternate LTC count
",Short,22,0,0
1530759256.0,mycotoxin,LTC  - Making plans to move to  92 ,"




3 hours ago




LTC  - Making plans to move to  92 






3 hours ago





Comment:
					LTC needs to remain  above 83

					
				




",,66,0,1
