Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530976986.0,AlmostaTrader,ETH - 07/07,"
Getting really tight down here. Could probably draw a  wedge  there!
",,17,0,0
1530975351.0,icyhaze,ethusd,"
.
",,58,0,0
