Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530136808.0,mexxmike,LTC target 100-120,"
Downwards  Wedge , return to the to symmetrical triangle 

My target between 100-120 

*  LTCBTC 0.31%  also seems to have a  bullish  engulfment/tweezer bottom  candlestick  forming on the daily.
",Long,22,0,0
1530136302.0,jaysag33,Two possible scenarios I'm looking at for LTC.   ,"
What will it do?  Blue pill Red pill?  I don't know!  But I'll be ready!    
",,26,0,0
