Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530826840.0,salomonpezin,the xmr recover *COULD* look like this ....if it ever does...,"
the xmr recover *COULD* look like this ....if it ever does... 

just my path imagination ahahah NOT investement advice.
",,16,0,0
