Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530987533.0,azharm87,ETH/USD: $100 Price Move Imminent,"
will it break out to $550 or will it retest lows of $350s.  we should know very soon.  welcome any thoughts.
",Long,12,0,1
