Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1531090765.0,TradeCryptoLive_Net,LITE COME TO US! WE HAVE GOOD LIGHT!,"
WE W8T!
",Short,161,0,0
1531086605.0,clifhighhh,"Clif High Alpha Report assumes $3,000+ LTC this year.","
Projected path based on the assumptions as stated in the latest Alpha Report.  

Clif High 2018-2019 Alpha report halfpasthuman.com > Free copy below.  

https://drive.google.com/uc?export=download&id=18QvFtwZZGQFcj0DEtLqtq2dir_q8xnUc
",Long,65,0,0
1531077172.0,Eblocc,LTC Chart Analysis. Critical Price Point Reached. Breakout Soon,"
Ascending  wedge  and  rising wedge  reaching  junction 4.99%  point. Price break imminent, but not the big one many are waiting for 
",Short,102,0,0
