Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530617362.0,Mikelikescrypto,Can we break 10K in the next 2 months? 7/3 BTCUSD 1D ,"




31 minutes ago




Looks like 7600 will be the big test to shift downward momentum to have a chance at testing the 9k range. 6900 in the short term.






29 minutes ago





Comment:
					4 hour 












26 minutes ago





Comment:
					30 M 











",Long,35,0,1
1530616800.0,ibrahimmrcn,BTCUSD Long Term Projection,"
 BTCUSD             
",Long,86,0,2
1530616080.0,spyxo2x,Bitcoin - Rising  Wedge (small drop soon),"
I'm doing this for fun, not financial advice. 

-Hawk
",Short,153,2,3
1530614806.0,arazz,btcusd an education chart. lets watch.,"
 btcusd -0.56%  try!
",,38,0,0
1530613917.0,ZeptejSeFilipa,BTC IN HUGE BEAR MARKET - WHAT IS NEXT?,"
There will be last 5. wave to 6750 USD, then we are going down down baby! 

Short opportunity at 6700 - 6800.
",Short,181,0,3
