Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530814148.0,clark05,Keep it simple stupid,"
Trying to keep this simple, a lot of people over complicate their charts. Zoom out, and lets take a look at the bigger picture. Patience obi one.
",Long,81,3,2
