Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
1530534826.0,crypto-theory,Posible Trading signal MONERO/USD ,"
Hello this is my little theory about Monero 

Hope you like it
",Long,27,0,2
