Category: All categories

Day,Ripple: (Worldwide)
2015-12-05,76
2015-12-06,80
2015-12-07,85
2015-12-08,84
2015-12-09,82
2015-12-10,82
2015-12-11,95
2015-12-12,80
2015-12-13,71
2015-12-14,80
2015-12-15,96
2015-12-16,78
2015-12-17,81
2015-12-18,78
2015-12-19,77
2015-12-20,86
2015-12-21,82
2015-12-22,89
2015-12-23,87
2015-12-24,100
2015-12-25,61
2015-12-26,67
2015-12-27,70
2015-12-28,70
2015-12-29,69
2015-12-30,89
2015-12-31,75
2016-01-01,73
2016-01-02,73
2016-01-03,69
2016-01-04,72
2016-01-05,71
