Category: All categories

Day,Ripple: (Worldwide)
2016-05-05,83
2016-05-06,92
2016-05-07,84
2016-05-08,80
2016-05-09,86
2016-05-10,93
2016-05-11,88
2016-05-12,88
2016-05-13,99
2016-05-14,75
2016-05-15,87
2016-05-16,95
2016-05-17,82
2016-05-18,76
2016-05-19,93
2016-05-20,93
2016-05-21,98
2016-05-22,100
2016-05-23,93
2016-05-24,89
2016-05-25,98
2016-05-26,99
2016-05-27,86
2016-05-28,76
2016-05-29,78
2016-05-30,82
2016-05-31,96
2016-06-01,86
2016-06-02,82
2016-06-03,78
2016-06-04,92
2016-06-05,83
