Category: All categories

Day,Ripple: (Worldwide)
2016-12-05,82
2016-12-06,84
2016-12-07,81
2016-12-08,68
2016-12-09,76
2016-12-10,70
2016-12-11,63
2016-12-12,72
2016-12-13,70
2016-12-14,77
2016-12-15,66
2016-12-16,75
2016-12-17,67
2016-12-18,70
2016-12-19,73
2016-12-20,81
2016-12-21,82
2016-12-22,78
2016-12-23,88
2016-12-24,100
2016-12-25,53
2016-12-26,62
2016-12-27,81
2016-12-28,75
2016-12-29,74
2016-12-30,79
2016-12-31,78
2017-01-01,79
2017-01-02,70
2017-01-03,77
2017-01-04,81
2017-01-05,80
