Category: All categories

Day,Ripple: (Worldwide)
2017-06-05,73
2017-06-06,73
2017-06-07,74
2017-06-08,73
2017-06-09,65
2017-06-10,71
2017-06-11,79
2017-06-12,81
2017-06-13,72
2017-06-14,84
2017-06-15,76
2017-06-16,68
2017-06-17,65
2017-06-18,62
2017-06-19,71
2017-06-20,100
2017-06-21,87
2017-06-22,77
2017-06-23,70
2017-06-24,60
2017-06-25,61
2017-06-26,76
2017-06-27,66
2017-06-28,73
2017-06-29,63
2017-06-30,52
2017-07-01,52
2017-07-02,54
2017-07-03,57
2017-07-04,57
2017-07-05,55
