Category: All categories

Day,Ripple: (Worldwide)
2017-03-05,45
2017-03-06,53
2017-03-07,46
2017-03-08,48
2017-03-09,49
2017-03-10,46
2017-03-11,45
2017-03-12,41
2017-03-13,53
2017-03-14,49
2017-03-15,52
2017-03-16,63
2017-03-17,55
2017-03-18,52
2017-03-19,48
2017-03-20,51
2017-03-21,53
2017-03-22,54
2017-03-23,52
2017-03-24,62
2017-03-25,52
2017-03-26,46
2017-03-27,52
2017-03-28,55
2017-03-29,56
2017-03-30,63
2017-03-31,74
2017-04-01,66
2017-04-02,100
2017-04-03,83
2017-04-04,74
2017-04-05,70
