Category: All categories

Day,Ripple: (Worldwide)
2016-03-05,95
2016-03-06,83
2016-03-07,86
2016-03-08,89
2016-03-09,88
2016-03-10,95
2016-03-11,84
2016-03-12,86
2016-03-13,88
2016-03-14,78
2016-03-15,98
2016-03-16,83
2016-03-17,97
2016-03-18,84
2016-03-19,81
2016-03-20,87
2016-03-21,98
2016-03-22,90
2016-03-23,92
2016-03-24,90
2016-03-25,83
2016-03-26,91
2016-03-27,75
2016-03-28,80
2016-03-29,82
2016-03-30,88
2016-03-31,90
2016-04-01,95
2016-04-02,76
2016-04-03,85
2016-04-04,100
2016-04-05,85
