Category: All categories

Day,Litecoin: (Worldwide)
2016-04-05,59
2016-04-06,61
2016-04-07,72
2016-04-08,62
2016-04-09,37
2016-04-10,67
2016-04-11,61
2016-04-12,59
2016-04-13,34
2016-04-14,57
2016-04-15,49
2016-04-16,61
2016-04-17,59
2016-04-18,47
2016-04-19,54
2016-04-20,64
2016-04-21,68
2016-04-22,59
2016-04-23,54
2016-04-24,68
2016-04-25,78
2016-04-26,90
2016-04-27,100
2016-04-28,93
2016-04-29,47
2016-04-30,55
2016-05-01,58
2016-05-02,68
2016-05-03,69
2016-05-04,60
2016-05-05,64
