Category: All categories

Day,Ripple: (Worldwide)
2014-12-05,90
2014-12-06,81
2014-12-07,80
2014-12-08,84
2014-12-09,72
2014-12-10,89
2014-12-11,85
2014-12-12,78
2014-12-13,80
2014-12-14,70
2014-12-15,88
2014-12-16,91
2014-12-17,100
2014-12-18,87
2014-12-19,91
2014-12-20,86
2014-12-21,84
2014-12-22,97
2014-12-23,87
2014-12-24,96
2014-12-25,43
2014-12-26,66
2014-12-27,78
2014-12-28,71
2014-12-29,72
2014-12-30,69
2014-12-31,73
2015-01-01,69
2015-01-02,82
2015-01-03,81
2015-01-04,70
2015-01-05,78
