Category: All categories

Day,Monero: (Worldwide)
2018-04-14,70
2018-04-15,82
2018-04-16,87
2018-04-17,85
2018-04-18,100
2018-04-19,93
2018-04-20,88
2018-04-21,84
2018-04-22,78
2018-04-23,96
2018-04-24,93
2018-04-25,82
2018-04-26,85
2018-04-27,92
2018-04-28,83
2018-04-29,93
2018-04-30,95
2018-05-01,98
2018-05-02,75
2018-05-03,94
2018-05-04,84
2018-05-05,71
2018-05-06,74
2018-05-07,76
2018-05-08,71
2018-05-09,71
