Category: All categories

Day,Ripple: (Worldwide)
2015-10-05,84
2015-10-06,94
2015-10-07,87
2015-10-08,87
2015-10-09,89
2015-10-10,89
2015-10-11,77
2015-10-12,87
2015-10-13,83
2015-10-14,96
2015-10-15,98
2015-10-16,82
2015-10-17,86
2015-10-18,89
2015-10-19,90
2015-10-20,83
2015-10-21,92
2015-10-22,85
2015-10-23,94
2015-10-24,73
2015-10-25,80
2015-10-26,79
2015-10-27,87
2015-10-28,90
2015-10-29,97
2015-10-30,90
2015-10-31,85
2015-11-01,84
2015-11-02,100
2015-11-03,96
2015-11-04,96
2015-11-05,95
