Category: All categories

Day,Ripple: (Worldwide)
2018-01-05,100
2018-01-06,70
2018-01-07,61
2018-01-08,78
2018-01-09,71
2018-01-10,75
2018-01-11,70
2018-01-12,50
2018-01-13,37
2018-01-14,34
2018-01-15,33
2018-01-16,54
2018-01-17,52
2018-01-18,44
2018-01-19,32
2018-01-20,25
2018-01-21,22
2018-01-22,25
2018-01-23,24
2018-01-24,21
2018-01-25,19
2018-01-26,20
2018-01-27,17
2018-01-28,17
2018-01-29,18
2018-01-30,19
2018-01-31,17
2018-02-01,21
2018-02-02,26
2018-02-03,17
2018-02-04,15
2018-02-05,20
