Category: All categories

Day,Ripple: (Worldwide)
2015-01-05,82
2015-01-06,88
2015-01-07,84
2015-01-08,81
2015-01-09,92
2015-01-10,81
2015-01-11,87
2015-01-12,81
2015-01-13,99
2015-01-14,86
2015-01-15,95
2015-01-16,100
2015-01-17,87
2015-01-18,82
2015-01-19,97
2015-01-20,94
2015-01-21,88
2015-01-22,87
2015-01-23,90
2015-01-24,84
2015-01-25,85
2015-01-26,92
2015-01-27,92
2015-01-28,82
2015-01-29,76
2015-01-30,98
2015-01-31,83
2015-02-01,77
2015-02-02,85
2015-02-03,89
2015-02-04,91
2015-02-05,81
