Category: All categories

Day,Dogecoin: (Worldwide)
2018-02-01,85
2018-02-02,95
2018-02-03,90
2018-02-04,86
2018-02-05,86
2018-02-06,91
2018-02-07,80
2018-02-08,87
2018-02-09,80
2018-02-10,85
2018-02-11,64
2018-02-12,70
2018-02-13,67
2018-02-14,97
2018-02-15,100
2018-02-16,87
2018-02-17,83
2018-02-18,76
2018-02-19,72
2018-02-20,86
2018-02-21,77
2018-02-22,73
2018-02-23,67
2018-02-24,62
2018-02-25,65
2018-02-26,58
2018-02-27,56
2018-02-28,60
2018-03-01,51
