username,created,location,has_location,is_verified,total_tweets,total_following,total_followers,total_likes,has_avatar,has_background,is_protected,profile_modified
gntprice,2017-05-20,0,0,0,10377,13,1693,4,1,0,0,1
CardanoAlert,2017-12-24,0,0,0,5286,4,15,0,1,1,0,1
ETNAlert,2017-12-21,0,0,0,5324,5,14,1,1,0,0,1
bitcoinhacks,2017-08-14,0,0,0,9083,8,429,15,1,0,0,1
DigibyteAlert,2017-12-25,0,0,0,5266,4,44,0,1,1,0,1
bitcoinrate247,2015-09-18,0,0,0,21026,69,394,0,1,1,0,1
neoprice_,2017-08-17,0,0,0,8333,12,1749,5,1,0,0,1
btc_ticker,2018-02-12,0,0,0,4036,0,13,0,1,0,0,1
HHeuristics,2018-03-28,0,0,0,19933,229,48,716,1,0,0,1
Cyber_FM,2009-05-03,Do You MFTU? Support Local Art,1,0,868704,83912,67777,583,1,1,0,1
bitcoin_miner_,2016-03-17,internet,1,0,3152,17682,16070,30,1,0,0,1
BitsRate,2017-08-31,0,0,0,15331,1634,411,46,1,1,0,1
rippleprice_,2017-10-16,0,0,0,6893,12,3415,5,1,1,0,1
Btctools,2013-03-18,,1,0,23291,5001,1928,13133,1,1,0,1
WorldCoinIndex,2014-03-17,0,0,0,20293,676,9208,370,1,1,0,1
siaprice,2017-06-18,0,0,0,9751,12,5867,10,1,0,0,1
coinlerinkrali,2017-12-21,0,0,0,19506,78,1033,81,1,1,0,1
Economia_Forex,2010-03-18,0,0,0,9095,9034,8321,138,1,1,0,1
bchprice_,2017-10-30,0,0,0,6541,11,1253,0,1,0,0,1
HoryouToken,2018-02-05,0,0,0,1433,94,9691,224,1,0,0,1
mybitcoinbot,2017-11-25,0,0,0,8356,0,37,1,1,1,0,1
IDOLCOIN_bot,2018-07-18,0,0,0,295,20,71,1,1,1,0,1
CoinTradingBot,2017-09-02,0,0,0,8754,59,1671,559,1,0,0,1
LTeeCee,2018-02-20,0,0,0,3401,228,113,54,1,0,0,1
HaiStates,2017-12-03,0,0,0,13857,16,3,4,1,0,0,1
altcoinsights,2018-04-04,0,0,0,6895,380,151,32,1,0,0,1
ltcprice_,2017-10-30,0,0,0,6533,11,1466,0,1,0,0,1
btcreports,2017-07-04,0,0,0,8280,112,178,3,1,1,0,1
BTCtoUSD_,2017-06-30,0,0,0,4433,3,77,0,1,1,0,1
decentralistdan,2017-08-15,0,0,0,3002,2034,344,1497,1,0,0,1
XMRprice,2016-12-28,0,0,0,13223,1,1046,20,1,0,0,1
moneroprice_,2017-10-30,0,0,0,6534,11,1108,0,1,0,0,1
marketranger,2014-10-12,0,0,0,34471,874,2234,27989,1,0,0,1
sangdinhchu,2018-03-21,0,0,0,31,156,48,21,1,1,0,1
OMoBoLaJi_pAuL,2013-11-05,0,0,0,158,121,8,15,0,1,0,1
xlmprice,2017-12-20,0,0,0,5319,12,2430,3,1,0,0,1
xmr_btc,2018-04-17,0,0,0,7509,2,11,0,1,0,0,1
CoinTrendz,2016-05-22,0,0,0,8313,1196,11853,232,1,0,0,1
carylbarron10,2018-07-31,0,0,0,5,0,0,0,1,1,0,1
reqprice,2018-01-02,0,0,0,4965,11,199,0,1,0,0,1
cryptocoin_x,2017-11-23,0,0,0,2121,1981,1061,1337,1,0,0,1
Michael40684539,2018-06-21,0,0,0,1028,0,8,0,1,1,0,1
munalam0,2017-07-28,0,0,0,10464,6914,6613,8460,1,1,0,1
Slava45432368,2017-08-10,0,0,0,1990,2704,1891,1210,1,1,0,1
BitcoinEdu,2014-03-08,0,0,0,86366,347,9450,1371,1,0,0,1
codingjobsuk,2017-12-31,0,0,0,60997,2,26,0,1,1,0,1
venprice_,2018-02-07,0,0,0,3846,12,210,0,1,0,0,1
stratumHKBot,2017-12-13,0,0,0,2306,2,62,9,1,0,0,1
ETHtoUSD,2017-06-26,0,0,0,4478,3,165,0,1,1,0,1
AllGracedDown,2017-09-09,0,0,0,5596,3964,3154,3818,1,0,0,1
Andrewphillep,2018-07-10,0,0,0,708,924,26,0,1,1,0,1
karlradio,2009-07-16,0,0,0,43141,7658,7533,9,1,1,0,1
LTCtoUSD,2018-01-05,0,0,0,2237,3,38,3,1,1,0,1
BTCticker,2013-04-02,0,0,0,204256,11,2894,0,1,1,0,1
OChapiteau,2014-09-06,0,0,0,7626,1121,1770,18,1,0,0,1
OChapiteau,2014-09-06,0,0,0,7627,1121,1770,18,1,0,0,1
WorldCoinIndex,2014-03-17,0,0,0,20295,676,9208,370,1,1,0,1
OChapiteau,2014-09-06,0,0,0,7628,1121,1770,18,1,0,0,1
BitcoinBtcNews,2017-01-12,0,0,0,49318,220,969,78,1,1,0,1
bitcoin_hourly,2015-07-12,0,0,0,23201,1,1278,4,1,1,0,1
LTC_PRICE,2013-12-13,0,0,0,25954,2,644,1,1,1,0,1
LitecoinRates,2013-04-25,0,0,0,45862,2390,4261,84,1,1,0,1
BigData_Joe,2018-03-14,0,0,0,6525,7066,6411,7573,1,0,0,1
coinalert_live,2018-03-30,0,0,0,3539,236,466,10,1,0,0,1
haudau123,2018-07-23,0,0,0,85,125,11,60,1,1,0,1
kosaqsi_tweets,2011-10-12,Universe,1,0,112382,872,4727,35232,1,1,0,1
BSD_Masternode,2017-07-14,0,0,0,4483,116,372,171,1,1,0,1
CryptoPriceCall,2017-12-20,0,0,0,9172,117,2238,17,1,0,0,1
stoffelsteyn,2011-04-08,Johannesburg South Africa,1,0,8824,448,209,5200,1,1,0,1
sniperstube,2017-10-22,Daily Trade Signals 👇,1,0,5105,2,5441,2445,1,1,0,1
LitecoinRates,2013-04-25,0,0,0,45863,2390,4261,84,1,1,0,1
bitcoinmembers,2013-05-29,0,0,0,10881,2,233,0,1,1,0,1
CryptoCurrent,2012-07-03,Ethiopia,1,0,319226,961,8693,297,1,1,0,1
CryptoAlert_420,2018-01-22,0,0,0,8990,4806,3529,6100,1,0,0,1
LitecoinRates,2013-04-25,0,0,0,45864,2390,4261,84,1,1,0,1
Dani3lle96,2017-06-13,0,0,0,5407,5211,5057,920,1,1,0,1
0toMillionaire,2015-01-16,0,0,0,2501,1648,1265,2,1,0,0,1
moneyfree1969,2013-08-31,0,0,0,2019,474,424,284,1,1,0,1
MekongMonkey,2011-10-21,Cambodia,1,0,4181,1174,3526,679,1,1,0,1
kirstenhart26,2018-03-14,0,0,0,210,82,44,151,1,1,0,1
PureDealz,2017-04-09,0,0,0,3225,746,445,49,1,0,0,1
ObideyiEmmanue2,2018-01-04,0,0,0,462,407,44,296,1,1,0,1
Mschimdi1,2017-10-29,0,0,0,25,99,7,9,0,1,0,1
nghia14394468,2018-05-26,0,0,0,51,38,2,25,1,1,0,1
coinalert_live,2018-03-30,0,0,0,3540,236,466,10,1,0,0,1
whaleclubco,2014-12-13,0,0,0,49311,21,12478,473,1,0,0,1
Wrexler_518,2015-04-23,0,0,0,1317,291,1563,41,1,1,0,1
y0tYnwV4jXbyPJ1,2017-12-16,0,0,0,272,126,44,327,1,1,0,1
LalasauxG,2010-01-12,870 ,1,0,12058,1316,1358,7323,1,1,0,1
hannapanush,2018-01-03,0,0,0,8118,6842,6551,8081,1,0,0,1
uriedisney,2015-12-13,0,0,0,15528,3720,1647,84681,1,0,0,1
HHeuristics,2018-03-28,0,0,0,19934,229,48,716,1,0,0,1
dailycoinfeed,2017-05-17,0,0,0,198,58,10,4,1,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60357,2839,2942,76,1,1,0,1
rainy_tae,2017-08-04,0,0,0,2331,153,105,1510,1,1,0,1
RyanSte44005908,2018-06-26,0,0,0,326,25,5,0,1,0,0,1
iafrikan,2012-03-11,,1,0,17821,4,7050,3630,1,1,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1656,175,164,13998,1,1,0,1
geazhel17,2014-05-18,0,0,0,303,86,50,239,1,0,0,1
John_Blockium,2018-01-14,0,0,0,2259,530,311,114,1,1,0,1
marketcapbot,2018-01-21,0,0,0,4523,21,5225,255,1,0,0,1
CryptoNewswire,2016-09-02,0,0,0,94985,199,9576,0,1,1,0,1
yonico761,2018-05-11,0,0,0,787,302,86,440,1,1,0,1
EmileeCHatch,2017-05-30,0,0,0,3199,22,20,0,1,1,0,1
PlsGiveBitcoin,2018-01-28,0,0,0,8795,1,43,0,1,1,0,1
yuichi_azzam,2018-01-09,0,0,0,1396,8302,8135,1396,1,1,0,1
jeu154,2010-05-14,decentralized land,1,0,30515,80,643,10693,1,1,0,1
gldncrss,2017-12-13,0,0,0,2372,1,4587,3,1,1,0,1
AltcoinJunky,2017-11-13,0,0,0,2431,3186,968,4209,1,1,0,1
ethereum_update,2018-03-15,0,0,0,677,85,18,0,1,1,0,1
CryptoNewswire,2016-09-02,0,0,0,94986,199,9576,0,1,1,0,1
marcheseit,2015-10-07,0,0,0,171,39,2,3,0,1,0,1
faizadli_,2011-02-04,Singapore,1,0,18621,276,212,3180,1,1,0,1
tradecrypto2017,2017-01-09,0,0,0,28431,504,442,12939,1,1,0,1
MbaDickie,2017-11-06,0,0,0,85,2,297,66,1,1,0,1
coinalert_live,2018-03-30,0,0,0,3541,236,466,10,1,0,0,1
JosephLawhorn3,2018-06-05,0,0,0,3219,2,8,0,1,1,0,1
munalam0,2017-07-28,0,0,0,10465,6914,6613,8461,1,1,0,1
BlockchainAge,2015-11-22,Worldwide,1,0,16818,11234,22545,19829,1,0,0,1
OyetunjiOyepej1,2018-01-24,0,0,0,514,605,179,214,1,1,0,1
HoangXuanMinh1,2018-03-28,0,0,0,3579,2474,1013,1763,1,0,0,1
deosorg,2010-10-15,0,0,0,308,74,2214,178,1,0,0,1
masyany08170069,2018-06-09,0,0,0,3923,5900,5399,1999,1,1,0,1
dsarlsenemix,2018-06-15,0,0,0,1290,0,3,0,1,1,0,1
cryptorecorder,2018-01-15,Canada,1,0,871,238,1380,572,1,0,0,1
TopTradingTools,2011-09-04,0,0,0,121167,7753,7355,1,1,1,0,1
Carlos1138,2010-01-29,0,0,0,54075,1336,1669,59,1,0,0,1
r_Buttcoin,2014-10-03,0,0,0,26483,10,1135,66,1,0,0,1
timetraveler333,2010-09-27,0,0,0,38,10,2,4,0,1,0,1
Dharlox,2013-07-14,,1,0,267,81,31,280,1,1,0,1
pantxinetium,2018-01-28,0,0,0,417,1313,694,221,1,1,0,1
codingjobsuk,2017-12-31,0,0,0,60998,2,26,0,1,1,0,1
bitsmart_io,2017-12-28,0,0,0,15351,651,309,19,1,0,0,1
gingerlazott,2011-05-31,Caen,1,0,38536,1054,113,0,1,1,0,1
CoinAirdropsAll,2018-04-16,0,0,0,161,234,287,0,1,1,0,1
MissHon73983988,2017-12-31,0,0,0,6624,479,1200,3854,1,1,0,1
RangiloRe,2017-06-27,0,0,0,146,10,47,64,1,1,0,1
jamalediputra93,2018-01-13,0,0,0,4715,3290,1558,3139,1,1,0,1
ancarta2,2014-03-22,0,0,0,7356,681,432,12166,1,1,0,1
upgradecrypto,2017-09-07,,1,0,538,736,95,397,1,1,0,1
DemelloRoss,2018-06-04,0,0,0,1881,0,4,0,1,1,0,1
daltonisenglish,2017-12-08,0,0,0,6452,4847,3184,4406,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10694,197,299,28,1,1,0,1
Mama_Tandi,2011-03-18,"Nairobi,Kenya",1,0,2393,907,587,673,1,1,0,1
jessasieshsaw,2018-06-15,0,0,0,887,1,2,0,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10695,197,299,28,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10696,197,299,28,1,1,0,1
HHeuristics,2018-03-28,0,0,0,19935,229,48,716,1,0,0,1
psattihsosag,2018-06-15,0,0,0,1292,2,4,0,1,1,0,1
spd_price,2018-05-30,0,0,0,1445,2,163,0,1,1,0,1
TV_TradingIdeas,2014-04-24,0,0,0,1448393,4,14758,15,1,1,0,1
UcheharaMichea1,2017-02-24,0,0,0,14,22,1,2,0,1,0,1
HHeuristics,2018-03-28,0,0,0,19936,229,48,716,1,0,0,1
AAmalokwu,2015-12-14,0,0,0,917,901,150,389,1,1,0,1
johnsongreytwe1,2018-01-10,0,0,0,12804,33,54,0,1,1,0,1
vivianclaw,2015-09-24,0,0,0,24026,17,39,0,1,1,0,1
partyponybot,2015-10-29,0,0,0,43507,0,22,0,1,0,0,1
RicharddobbsFx,2017-06-02,0,0,0,12347,932,611,196,1,1,0,1
lambo_liza,2018-05-24,0,0,0,3136,2,79,8,1,1,0,1
gldncrss,2017-12-13,0,0,0,2373,1,4587,3,1,1,0,1
johnsongreytwe1,2018-01-10,0,0,0,12805,33,54,0,1,1,0,1
priyadarshanaI5,2016-07-04,0,0,0,8025,4948,3793,8377,1,1,0,1
akari_cos,2012-04-01,,1,0,15021,410,187,7149,1,0,0,1
ThankGodOlorun1,2018-06-23,0,0,0,203,95,6,63,0,1,0,1
liyongtao6,2018-06-16,0,0,0,307,3544,2602,266,1,1,0,1
Knuur,2010-08-17,İstankent,1,0,12511,234,178,2813,1,0,0,1
r_topisto,2017-03-11,0,0,0,35156,3,35,0,1,1,0,1
corsassaosares,2018-06-15,0,0,0,895,0,2,0,1,1,0,1
DerekAndonian,2013-11-28,0,0,0,8146,1504,1241,79257,1,1,0,1
Ittaqitafuzi7,2017-12-26,0,0,0,7028,1937,1966,2127,1,1,0,1
trxPrice,2017-05-31,0,0,0,14775,1,339,181,1,0,0,1
arman61048480,2018-04-03,0,0,0,383,230,49,240,1,1,0,1
Michael01010300,2018-06-05,0,0,0,2939,2,10,0,1,1,0,1
robostopia,2017-10-19,0,0,0,26244,3,1477,347,1,1,0,1
HHeuristics,2018-03-28,0,0,0,19937,229,48,716,1,0,0,1
BtcPulse,2017-11-08,0,0,0,6054,3,196,4,1,0,0,1
DwayneHastings2,2018-07-24,0,0,0,19,2,9,2,0,1,0,1
Mihael_CM,2017-10-24,0,0,0,888,75,2817,2155,1,1,0,1
naimahmed730,2018-04-30,0,0,0,441,443,24,286,0,1,0,1
barry_koenig,2018-06-04,0,0,0,3243,1,9,0,1,1,0,1
Planets_Jupiter,2010-06-12,"İzmir, Türkiye",1,0,31421,8587,9251,45269,1,0,0,1
tenaciouscorpse,2017-12-25,0,0,0,2390,89,81,2448,1,1,0,1
dogecointicker,2014-04-09,0,0,0,87994,29,356,0,1,1,0,1
freebtcclub,2017-12-21,0,0,0,8291,7870,7179,4859,1,0,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10697,197,299,28,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10697,197,299,28,1,1,0,1
Mabbas2416,2018-03-31,0,0,0,942,6,9,873,0,1,0,1
AimeeBe52553561,2018-06-05,0,0,0,3234,2,15,0,1,1,0,1
btcexplosion,2018-04-05,0,0,0,4761,47,2,0,1,1,0,1
myrnsatricsahe,2018-06-15,0,0,0,907,1,1,0,1,1,0,1
jpy,2008-03-17,0,0,0,167642,1,16262,948,1,1,0,1
Spaulding_plush,2009-07-16,Jamaica,1,0,88573,881,1885,96,1,1,0,1
mujahed0909,2015-11-24,0,0,0,53959,254,578,893,1,1,0,1
LetsEarnBTC,2017-08-10,0,0,0,8967,150,153,231,1,1,0,1
99cryptosignals,2016-03-12,0,0,0,156,636,181,2344,1,1,0,1
muhhabbatein,2018-05-20,0,0,0,87,166,11,43,0,1,0,1
crypto_grower,2017-11-23,0,0,0,7540,56,1458,16,1,0,0,1
VectrumMedia,2015-06-08,0,0,0,21827,22,63,1,1,0,0,1
SimpsonFlatts,2017-07-01,0,0,0,6512,4637,3280,4494,1,1,0,1
NewsCrypto24,2018-03-07,0,0,0,3782,172,43,4,1,0,0,1
harrison_barron,2011-01-20,Nashville ,1,0,34385,1648,5741,69759,1,1,0,1
phamlinhson,2017-01-06,0,0,0,4462,4825,1122,3491,1,1,0,1
Azippy111356,2016-04-06,0,0,0,1172,1279,152,531,0,1,0,1
kcfeaynx8256,2011-05-28,0,0,0,4443,2310,1688,380,1,0,0,1
codingjobsuk,2017-12-31,0,0,0,60999,2,26,0,1,1,0,1
crypto_roni,2018-06-21,0,0,0,368,1067,1072,597,1,1,0,1
lan_fin,2009-03-03,0,0,0,1763,151,117,3099,1,1,0,1
Jakaria__,2013-07-24,"Khulna, Bangladesh",1,0,18744,2394,17516,3952,1,1,0,1
ruby_redsky,2012-04-01,0,0,0,901540,4935,20397,3178,1,1,0,1
VectrumMedia,2015-06-08,0,0,0,21828,22,63,1,1,0,0,1
crypt0goddess,2007-10-07,0,0,0,6690,714,2057,11627,1,0,0,1
thomas_lub,2017-03-27,0,0,0,7110,2087,1747,7822,1,0,0,1
worldofico,2018-04-23,0,0,0,981,2840,2981,636,1,0,0,1
Xmio8,2018-07-24,0,0,0,40,16,1,24,1,1,0,1
CryptoL0ver,2017-03-14,0,0,0,218,88,34,1000,1,1,0,1
P4RKJ1SUNGS,2018-04-29,0,0,0,3344,96,205,4996,1,0,0,1
_chav_,2011-01-07,0,0,0,64,119,5,28,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10700,197,299,28,1,1,0,1
HYIPPEPE1,2016-09-26,0,0,0,26283,1,109,0,1,1,0,1
Magical_Leaff,2017-07-23,0,0,0,853,9839,8873,47573,1,1,0,1
jenevansmoz,2015-02-10,Harare,1,0,260,333,203,21,1,0,0,1
FrancescoCiull4,2013-08-27,0,0,0,2492,3677,575,3519,1,0,0,1
mcchaz_,2012-05-20,0,0,0,51425,24,205,16060,1,1,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1657,175,164,13999,1,1,0,1
mlmsudeep,2017-10-29,0,0,0,3175,1639,216,1211,1,1,0,1
litecoin_price_,2017-08-01,0,0,0,8615,515,557,175,1,0,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10701,197,299,28,1,1,0,1
KeySpringfield,2017-01-24,0,0,0,1279,447,297,408,1,0,0,1
reckonerAU,2013-05-27,0,0,0,2337,411,958,115,1,0,0,1
gowtham939here,2013-05-11,0,0,0,4261,457,171,3928,1,1,0,1
Aussie_Bitcoin,2009-07-02,Australia,1,0,1214,2403,1985,376,1,1,0,1
TheBTCPlanet,2017-10-04,0,0,0,1640,156,171,8,1,1,0,1
daniell59380126,2018-07-22,0,0,0,26,44,13,2,1,0,0,1
dentcoin,2017-06-06,0,0,0,404,3572,39105,2605,1,1,0,1
Coinnews11,2018-07-16,0,0,0,78,1342,485,931,1,1,0,1
Spaulding_plush,2009-07-16,Jamaica,1,0,88576,881,1885,96,1,1,0,1
bitcoinbeeotch,2017-09-09,0,0,0,5580,3249,2474,3832,1,0,0,1
BCashManager,2017-08-27,0,0,0,6055,14,135,27,1,1,0,1
dogegoestomall,2014-01-15,0,0,0,9642,57,300,1115,1,0,0,1
Bitcoinuc,2017-12-30,0,0,0,1982,883,268,581,1,1,0,1
ullbuy,2018-01-09,0,0,0,5238,3123,2877,3544,1,1,0,1
OzRosyzO,2017-04-12,0,0,0,524,438,24,149,1,1,0,1
CoinWatcherBot,2017-07-09,0,0,0,27362,0,10412,790,1,0,0,1
MauiCPA,2009-03-26,"Maui, Hawaii, USA",1,0,1358,182,210,290,1,1,0,1
Sycamore1989,2018-02-27,0,0,0,4942,11033,11257,4425,1,1,0,1
Kesavan18690372,2018-03-23,0,0,0,1654,104,14,2205,1,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60358,2839,2942,76,1,1,0,1
VivekYuvan,2011-05-21,0,0,0,15355,1065,1182,4066,1,1,0,1
supnah,2007-04-04,"Portland, OR",1,0,5237,482,1372,2101,1,1,0,1
Ripple_update,2018-03-20,0,0,0,546,68,21,3,1,1,0,1
konstan17656759,2016-04-26,0,0,0,2972,0,10,964,1,1,0,1
PD_MobileApps,2018-03-14,0,0,0,6028,5285,4789,3149,1,0,0,1
bch_price,2017-08-01,0,0,0,8545,102,3251,3,1,0,0,1
CryptoUpdates8,2018-06-22,0,0,0,1315,21,24,0,1,1,0,1
codingjobsuk,2017-12-31,0,0,0,61000,2,26,0,1,1,0,1
bernieceprzybi9,2018-07-27,0,0,0,10,0,0,0,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13094,351,458,9,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13095,351,458,9,1,0,0,1
dammkewl,2017-04-24,0,0,0,6221,1526,682,30149,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13096,351,458,9,1,0,0,1
shirohatasan,2017-07-22,0,0,0,53,32,15,181,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13097,351,458,9,1,0,0,1
ArbingTool,2018-03-14,0,0,0,13098,351,458,9,1,0,0,1
DASHTicker,2018-01-18,0,0,0,8557,6,93,0,1,1,0,1
ArbingTool,2018-03-14,0,0,0,13099,351,458,9,1,0,0,1
Jayy_crypto,2010-12-21,0,0,0,177084,4396,650,2,1,1,0,1
Alexey_Kakur,2018-03-18,0,0,0,466,2321,2342,315,1,1,0,1
FeesBitcoin,2017-11-16,0,0,0,5780,10,96,1,1,1,0,1
HackermanAce,2010-05-24,gT1BjI -Bitmex -10% fees code ,1,0,13667,891,2660,11788,1,0,0,1
cryptonoIoog,2017-10-15,0,0,0,2244,1145,249,1868,1,1,0,1
vovik152,2012-05-18,0,0,0,8625,10915,10740,8300,1,1,0,1
NEMTicker,2018-02-01,0,0,0,8557,6,103,0,1,1,0,1
EOSTicker,2018-02-01,0,0,0,8548,5,142,0,1,1,0,1
ADATicker,2018-02-01,0,0,0,8553,6,241,0,1,0,0,1
EINMiningNews,2010-07-14,0,0,0,33078,1838,5622,0,1,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1984,883,268,582,1,1,0,1
Anton9012,2011-08-20,0,0,0,40,62,2,31,1,1,0,1
SUBTicker,2018-01-17,0,0,0,9251,13,198,1,1,0,0,1
Amansur2017,2017-10-29,0,0,0,314,473,59,52,1,1,0,1
yolandastice,2016-03-09,0,0,0,5918,4475,3262,4101,1,0,0,1
kalmanov1989,2018-03-25,0,0,0,1488,4931,4069,1079,1,1,0,1
cryptocurq,2017-10-09,0,0,0,1061,360,350,10410,1,1,0,1
kishorsujit,2013-09-04,,1,0,243,208,25,573,1,1,0,1
EzraMontgomery,2018-07-24,0,0,0,17,2,9,2,0,1,0,1
LitecoinUKs,2017-09-12,0,0,0,60359,2839,2942,76,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,407,350,133,221,0,1,0,1
altcointoday,2014-01-30,0,0,0,19858,21498,85584,1437,1,1,0,1
bitxapp,2017-10-24,0,0,0,26,11,213,0,1,0,0,1
jacalyn67626837,2018-07-27,0,0,0,25,0,0,0,0,1,0,1
Chasing_Coins,2017-12-10,0,0,0,92,3,47,2,1,0,0,1
ACalamel,2014-06-04,0,0,0,3498,38,15,61,1,0,0,1
Denis72266527,2016-05-02,0,0,0,607,199,106,432,1,1,0,1
PalleBrandt,2016-09-19,0,0,0,1695,275,379,3552,1,0,0,1
arman61048480,2018-04-03,0,0,0,384,230,49,241,1,1,0,1
Winryh,2018-01-12,0,0,0,243,201,30,59,0,1,0,1
AltcoinEditor,2014-07-09,0,0,0,12473,49,608,26,1,1,0,1
chukwu_thompson,2012-08-29,0,0,0,96,313,60,69,1,1,0,1
TrackThatCrypto,2018-03-24,0,0,0,3079,108,97,9,1,0,0,1
bitcoinavg,2017-12-16,0,0,0,5415,9,108,0,1,1,0,1
AltCoinJess,2014-07-21,0,0,0,16513,355,2160,2271,1,0,0,1
MbaDickie,2017-11-06,0,0,0,87,2,297,67,1,1,0,1
lov_korni,2017-08-13,0,0,0,7438,9945,9488,7052,1,0,0,1
ExitBot_STOCH,2017-12-05,0,0,0,20711,0,999,0,1,0,0,1
EnsBot,2017-05-02,0,0,0,143291,0,816,7,1,1,0,1
XRPlawyer,2018-05-22,0,0,0,409,350,133,221,0,1,0,1
EnsBot,2017-05-02,0,0,0,143292,0,816,7,1,1,0,1
TarantulaFX,2013-07-22,0,0,0,15891,622,10679,4817,1,1,0,1
bellathrown12,2018-07-18,0,0,0,180,486,11,96,0,1,0,1
Mim00555,2017-10-21,0,0,0,4055,6317,5824,4408,1,1,0,1
EnsBot,2017-05-02,0,0,0,143293,0,816,7,1,1,0,1
ichimikichiki,2018-05-19,0,0,0,357,276,75,616,1,0,0,1
JDumloan,2018-05-17,0,0,0,1078,5000,2561,915,1,0,0,1
bitcoinfox1,2017-10-05,0,0,0,6362,104,310,20,1,0,0,1
codingjobsuk,2017-12-31,0,0,0,61001,2,26,0,1,1,0,1
bitcoinfox1,2017-10-05,0,0,0,6364,104,310,20,1,0,0,1
icosbull_com,2018-04-09,0,0,0,660,41,35,2,1,1,0,1
Gabriele_mfx,2017-01-04,0,0,0,16206,4899,1485,0,1,1,0,1
cody3318,2014-10-24,0,0,0,766,1795,533,1805,1,1,0,1
Noble_Trader1,2014-05-20,0,0,0,7782,1697,1252,5277,1,1,0,1
topratedfxbrok1,2018-01-23,0,0,0,2251,148,93,70,1,1,0,1
crpytpublica,2017-10-19,0,0,0,5668,11,1665,414,1,0,0,1
CapshawCap,2017-11-23,0,0,0,27823,2012,216,219,1,1,0,1
SmartCrypto,2017-03-22,0,0,0,1212,189,104,588,1,1,0,1
maransa2006,2009-06-10,"Manaus, Am - Brasil",1,0,10703,197,299,28,1,1,0,1
SardarBasitAnw1,2017-11-01,0,0,0,869,753,62,808,0,1,0,1
GeorgeMentz,2011-08-13,0,0,0,105124,676,193126,1322,1,0,0,1
StackBitcoin,2011-09-01,0,0,0,7138,0,1887,0,1,1,0,1
big_bankir,2017-10-19,0,0,0,7739,11,1480,410,1,0,0,1
scry_monsters,2010-06-22,0,0,0,20975,369,292,19444,1,1,0,1
bruttwit,2018-01-23,0,0,0,74,7,3,118,0,1,0,1
Shinta74751238,2018-02-28,0,0,0,11091,4644,3739,9226,1,1,0,1
ElecAsiaBot,2018-03-11,0,0,0,3380,2,36,1,1,1,0,1
Rob_Harris_IoT,2018-03-14,0,0,0,6297,6024,5474,7522,1,0,0,1
xrpwatch,2018-04-19,0,0,0,826,32,139,9,1,0,0,1
blockchainflux,2016-01-07,0,0,0,200750,6679,18438,1,1,0,0,1
jeu154,2010-05-14,decentralized land,1,0,30518,80,643,10696,1,1,0,1
NathanS45511426,2018-01-22,0,0,0,2372,1303,572,1497,1,1,0,1
khalilmaricar,2011-01-01,Singapore,1,0,10835,309,299,2718,1,1,0,1
LorenzoOrtega10,2012-11-11,0,0,0,234,117,43,143,0,1,0,1
Madhe1505,2018-07-01,0,0,0,25,22,2,7,1,1,0,1
weedmanhippy,2009-09-16,"Miami Beach, United States",1,0,17838,1415,1071,8596,1,1,0,1
Angelkim85,2017-12-01,0,0,0,8886,10626,10142,6400,1,1,0,1
Bitcoinuc,2017-12-30,0,0,0,1986,883,268,583,1,1,0,1
antoni_cetinic,2018-01-19,0,0,0,162,12,6,163,1,1,0,1
ErikaAbrahamss2,2016-10-27,"Everywhere, USA",1,0,77244,5501,5418,55256,1,1,0,1
cryptocoinradar,2014-08-10,0,0,0,18353,3272,16943,125,1,1,0,1
DutchCoinNewbie,2018-02-03,0,0,0,2110,487,244,1034,1,1,0,1
Drezende3,2018-06-27,0,0,0,1,9,1,0,0,1,0,1
1crypto_,2018-01-25,0,0,0,11151,137,106,38,1,0,0,1
Eurohopes,2009-06-27,Europe,1,0,29211,101,15652,386,1,1,0,1
ICryptoDesk,2018-05-10,0,0,0,2330,82,70,0,1,0,0,1
SelvarajL7,2017-11-27,0,0,0,2915,782,138,7137,1,1,0,1
Prisma_intel,2018-05-17,0,0,0,965,335,445,292,1,0,0,1
thulasii_09,2016-12-18,"Chennai, India",1,0,1659,175,164,14002,1,1,0,1
bitcoin_notes,2017-12-24,0,0,0,9482,7,33,0,1,1,0,1
