Date,"bitcoin","litecoin","ethereum","dashpay","dogecoin","stellar","ripple","monero"
2017-01-12,18224,397,1918,175,492,31,525,577
2017-01-13,16546,359,1584,146,462,31,395,412
2017-01-14,15220,316,1344,137,421,21,295,437
2017-01-15,12144,306,1333,151,447,22,281,449
2017-01-16,13679,296,1559,202,466,22,405,450
2017-01-17,16112,316,1764,197,518,30,462,524
2017-01-18,14637,313,1711,139,464,37,416,532
2017-01-19,14435,350,1612,210,471,40,410,479
2017-01-20,11860,219,1312,182,510,25,329,398
2017-01-21,10255,224,1092,121,378,24,293,308
2017-01-22,11029,260,1148,140,402,15,285,383
2017-01-23,14272,261,1678,173,471,39,366,542
2017-01-24,13062,275,1672,133,412,23,305,519
2017-01-25,12050,250,1535,131,417,32,322,773
2017-01-26,11932,253,1428,156,436,32,323,1238
2017-01-27,11747,290,1368,166,412,30,329,756
2017-01-28,12571,305,1109,135,365,28,247,880
2017-01-29,11690,272,1188,184,366,31,590,533
2017-01-30,14073,292,1501,198,453,39,337,564
2017-01-31,13225,321,1506,183,416,41,430,601
2017-02-01,13278,282,1651,170,383,34,368,587
2017-02-02,13524,269,1563,168,452,25,397,516
2017-02-03,12876,306,1476,187,413,36,309,581
2017-02-04,11078,288,1196,157,343,34,284,493
2017-02-05,12070,281,1149,146,362,24,272,481
2017-02-06,13166,310,1668,169,431,39,328,503
2017-02-07,13554,326,1806,193,422,26,422,479
2017-02-08,13313,326,1785,179,469,25,393,494
2017-02-09,13381,373,1615,186,428,39,363,501
2017-02-10,12212,367,1815,139,448,60,330,454
2017-02-11,10009,262,1325,156,387,25,314,443
2017-02-12,10944,289,1656,189,429,23,299,406
2017-02-13,12472,285,1856,166,637,41,386,400
2017-02-14,11624,297,2017,174,525,31,382,433
2017-02-15,12330,315,1922,242,443,34,358,468
2017-02-16,12923,263,1744,238,427,48,478,462
2017-02-17,14331,674,1865,202,1382,37,363,402
2017-02-18,12842,269,1397,283,349,20,277,396
2017-02-19,10644,286,1349,375,382,30,281,381
2017-02-20,12193,280,1736,299,445,16,375,427
2017-02-21,13870,303,1689,249,470,25,417,462
2017-02-22,13371,301,1830,220,406,24,389,423
2017-02-23,14046,315,1847,401,439,37,321,473
2017-02-24,15834,284,1925,559,556,28,351,451
2017-02-25,17751,285,1430,395,403,23,253,409
2017-02-26,16385,336,1714,520,463,22,315,414
2017-02-27,15063,363,2384,560,440,50,369,458
2017-02-28,15679,333,5040,793,456,42,411,476
2017-03-01,17507,432,4175,1325,974,185,1163,676
2017-03-02,18929,357,3830,1472,521,55,452,518
2017-03-03,40347,506,4303,965,572,41,500,629
2017-03-04,25835,404,2774,745,431,43,332,471
2017-03-05,17862,373,2766,707,490,38,373,496
2017-03-06,20274,445,3197,697,469,91,460,516
2017-03-07,17149,383,2915,612,535,42,435,479
2017-03-08,15721,445,2648,573,488,31,516,457
2017-03-09,15556,392,2376,719,470,38,440,520
2017-03-10,19093,376,2258,681,463,51,301,436
2017-03-11,15958,364,2591,1121,444,24,388,508
2017-03-12,14093,365,2782,1303,437,29,329,620
2017-03-13,16417,459,5117,1138,496,47,466,790
2017-03-14,19528,379,3943,1113,495,38,497,653
2017-03-15,17689,408,4015,1840,459,51,504,706
2017-03-16,16895,459,6143,1201,565,62,531,965
2017-03-17,15663,415,6110,926,512,48,485,1216
2017-03-18,15288,316,3661,1247,450,43,438,931
2017-03-19,14669,473,3543,1180,527,36,442,862
2017-03-20,17922,499,4459,1880,556,65,1437,1110
2017-03-21,16453,474,4402,1004,587,51,594,905
2017-03-22,14885,419,4547,873,484,60,533,766
2017-03-23,14546,378,3854,686,473,63,664,666
2017-03-24,13225,430,3734,800,501,74,855,664
2017-03-25,11334,345,3225,629,467,42,628,598
2017-03-26,12736,334,2907,588,495,39,473,525
2017-03-27,13370,409,3909,674,494,49,633,588
2017-03-28,13970,409,3876,560,491,46,542,575
2017-03-29,13533,359,3854,568,526,35,555,561
2017-03-30,13812,721,3506,531,433,58,712,647
2017-03-31,12980,503,2994,517,522,65,1145,1752
2017-04-01,11815,396,2281,443,474,56,860,428
2017-04-02,11420,439,2282,433,612,134,1767,572
2017-04-03,14614,664,2941,537,904,165,1657,550
2017-04-04,14537,582,3009,470,604,92,979,584
2017-04-05,13465,649,3426,448,577,109,866,477
2017-04-06,13169,781,3475,452,567,68,775,462
2017-04-07,13208,457,2322,402,542,49,661,393
2017-04-08,11200,370,1763,319,516,56,501,326
2017-04-09,10873,452,1924,325,475,46,514,357
2017-04-10,13166,462,2657,355,530,56,542,430
2017-04-11,16999,447,2454,387,563,56,563,409
2017-04-12,13871,629,2757,432,644,61,582,455
2017-04-13,13786,558,2786,649,529,61,589,487
2017-04-14,12174,459,2135,393,481,33,539,462
2017-04-15,10065,413,1703,319,430,35,466,404
2017-04-16,11044,393,1922,335,494,71,431,397
2017-04-17,18666,552,2340,375,535,72,577,484
2017-04-18,22995,514,2832,396,563,67,623,569
2017-04-19,15773,419,2651,385,518,48,540,457
2017-04-20,14703,440,3030,354,487,71,655,453
2017-04-21,14230,468,3466,365,460,54,608,432
2017-04-22,11143,623,2123,308,405,37,503,347
2017-04-23,12071,645,2125,292,504,56,531,370
2017-04-24,16047,568,3573,409,526,83,1530,427
2017-04-25,16503,549,3480,340,823,78,603,439
2017-04-26,14681,540,3686,339,564,49,626,457
2017-04-27,14889,528,3566,401,595,61,751,407
2017-04-28,13791,483,4526,336,646,87,895,424
2017-04-29,11038,483,4036,437,527,97,1008,433
2017-04-30,16195,482,3947,413,596,103,845,473
2017-05-01,14544,577,5616,423,667,89,1059,556
2017-05-02,17143,647,5316,425,705,100,1043,561
2017-05-03,17277,2010,4817,474,737,96,1166,613
2017-05-04,19238,4241,6461,645,1065,359,2095,995
2017-05-05,16900,2809,6316,499,910,488,2358,894
2017-05-06,17793,1593,4339,381,788,558,1500,596
2017-05-07,17777,1735,4490,481,1547,903,1856,657
2017-05-08,19666,1674,5487,530,1302,971,3602,783
2017-05-09,23935,1697,5672,526,1067,408,2358,754
2017-05-10,24385,2162,5626,472,1235,306,1956,750
2017-05-11,25185,1692,5274,446,1202,324,1702,759
2017-05-12,39626,1395,4852,409,1318,398,1601,652
2017-05-13,47817,1133,3819,389,1058,233,1492,606
2017-05-14,43113,1175,4047,434,1857,228,1597,594
2017-05-15,91099,1489,5449,511,1298,324,2548,812
2017-05-16,88685,1324,4993,515,1187,552,4058,1299
2017-05-17,59979,1214,4493,499,1234,469,3831,3686
2017-05-18,45865,1153,4349,512,1345,321,2594,3854
2017-05-19,38662,1494,6810,545,1320,325,2512,2064
2017-05-20,33314,1367,5843,498,1140,278,1939,1142
2017-05-21,31659,1574,6952,571,1885,307,2586,1163
2017-05-22,70929,2858,15908,839,3429,327,3630,1610
2017-05-23,77232,3346,13826,929,3085,306,3409,1846
2017-05-24,70266,3786,15612,950,3030,309,3557,2173
2017-05-25,73348,3997,16775,942,2821,367,4016,1904
2017-05-26,61597,3000,11013,743,1903,265,3207,1337
2017-05-27,41682,2076,8131,585,1405,170,2135,988
2017-05-28,32640,1975,7604,657,1449,168,1939,1052
2017-05-29,35534,2485,9069,685,1588,206,2243,1188
2017-05-30,35423,2812,12001,762,1617,215,2588,1314
2017-05-31,34254,2706,12821,796,1657,209,2339,1205
2017-06-01,31694,2548,12052,759,1540,265,2979,1316
2017-06-02,28056,1902,9567,584,1572,176,2258,1115
2017-06-03,25776,1651,7733,588,1269,155,1646,879
2017-06-04,23455,1834,8534,571,1429,144,1639,1069
2017-06-05,28797,3178,11441,692,1862,171,2153,1285
2017-06-06,35757,3440,14210,869,1797,168,2480,1515
2017-06-07,33834,3090,14441,876,1876,251,2250,1619
2017-06-08,27396,2858,11193,697,1712,281,2135,1145
2017-06-09,26320,2718,10408,623,1543,213,1893,1067
2017-06-10,23523,2684,11875,605,1263,154,1841,1165
2017-06-11,27303,3264,15676,1035,1576,137,2068,1328
2017-06-12,35940,3785,21580,1245,1878,196,2951,1675
2017-06-13,32860,4234,20800,1044,1969,229,2872,1662
2017-06-14,28795,3412,16697,971,1825,201,2511,1404
2017-06-15,29145,2408,13068,717,1679,192,2312,1189
2017-06-16,28247,2606,10859,674,1631,179,1905,1169
2017-06-17,23079,4168,8752,637,1382,120,1634,983
2017-06-18,22615,3013,9426,708,1441,145,1662,998
2017-06-19,25447,3714,11816,1020,1604,174,2060,1221
2017-06-20,28562,3476,13426,874,1593,203,2586,1201
2017-06-21,32491,2859,14208,788,1633,157,2162,1197
2017-06-22,30385,2910,12626,771,1621,120,2016,1223
2017-06-23,25673,2429,10490,679,1443,137,1842,1186
2017-06-24,24171,2184,9018,600,1250,99,1494,1008
2017-06-25,22222,2048,9095,575,1215,125,1514,959
2017-06-26,25687,2194,12468,752,1447,180,1731,1207
2017-06-27,35577,2294,12809,727,1605,165,1869,1119
2017-06-28,45873,2372,11551,774,1623,160,1897,1192
2017-06-29,34271,2201,10121,772,1500,210,1907,1054
2017-06-30,26499,1701,7735,652,1077,110,1539,981
2017-07-01,23015,1505,6173,528,1171,121,1173,718
2017-07-02,24879,1405,6313,579,966,90,1137,785
2017-07-03,25546,2221,7893,653,1104,127,1297,926
2017-07-04,25454,2563,7104,708,1109,103,1397,883
2017-07-05,26835,2614,7401,815,1240,127,1430,993
2017-07-06,27578,2188,7633,1040,1354,142,1430,1030
2017-07-07,24291,1837,7482,707,1390,91,1318,975
2017-07-08,21337,1501,6651,627,1053,97,983,794
2017-07-09,22075,1649,6377,669,1080,107,1134,832
2017-07-10,26029,1909,9410,753,1230,127,1411,964
2017-07-11,27965,1987,9175,675,1288,168,1566,1067
2017-07-12,27322,1848,8243,721,1164,165,1455,911
2017-07-13,28320,1737,6853,636,1102,145,1305,876
2017-07-14,24585,1601,6140,627,1037,139,1173,791
2017-07-15,20377,1397,5121,537,766,118,989,815
2017-07-16,20854,1508,5711,580,902,125,1143,810
2017-07-17,24527,1719,6847,746,1194,170,1355,969
2017-07-18,29243,1727,7268,875,1092,200,1379,931
2017-07-19,31101,1631,7224,870,1079,126,1350,1213
2017-07-20,32662,1677,7625,1014,1079,147,1375,1721
2017-07-21,26503,1572,7726,753,1025,143,1490,1754
2017-07-22,23406,1200,4819,682,910,121,1555,1046
2017-07-23,28733,1400,5654,656,1006,124,1498,1062
2017-07-24,28648,1580,6962,1001,1133,138,1789,1170
2017-07-25,26829,1507,6311,1031,1103,158,1642,1152
2017-07-26,27343,1426,6845,822,1050,160,1459,1133
2017-07-27,27907,1679,6351,756,1374,156,1604,1312
2017-07-28,24242,1301,5750,595,1390,128,1226,890
2017-07-29,21545,1075,4732,497,1087,100,964,718
2017-07-30,35070,1524,4777,545,2200,113,1023,873
2017-07-31,24947,1268,5834,655,1144,118,1227,1051
2017-08-01,53066,1480,6126,675,1190,131,1463,1269
2017-08-02,77020,1490,5723,666,1159,110,1689,1128
2017-08-03,31439,1229,4931,686,1138,132,1449,1406
2017-08-04,24554,1261,4655,667,1071,146,1397,1561
2017-08-05,26393,1259,4018,560,880,149,1289,1351
2017-08-06,26523,1261,4288,565,994,120,1318,1241
2017-08-07,34664,1609,5673,691,1219,440,1717,1375
2017-08-08,41798,1940,5993,790,1328,159,1923,1239
2017-08-09,37017,1803,6157,769,1324,132,1837,1167
2017-08-10,34824,1596,5968,730,1167,115,1668,955
2017-08-11,32144,1493,5744,677,1244,131,1568,961
2017-08-12,29789,1383,5275,577,1145,88,1332,837
2017-08-13,38392,1631,6012,615,1210,108,1491,829
2017-08-14,52910,2072,7819,745,1524,151,2015,1286
2017-08-15,48514,2147,7317,747,1389,130,1793,992
2017-08-16,41717,1872,6869,993,1358,126,1811,1098
2017-08-17,38805,1846,6894,1169,1211,102,1772,1059
2017-08-18,38499,1706,5845,824,1175,100,1668,927
2017-08-19,35335,1503,5049,1040,1026,77,1358,928
2017-08-20,36346,1667,5316,1140,1054,89,1488,914
2017-08-21,37991,1927,6881,932,1149,159,1987,2286
2017-08-22,41910,1934,6585,851,1211,157,2626,2182
2017-08-23,40176,2339,6507,977,1340,196,3767,1672
2017-08-24,37747,2591,6302,994,1980,155,3197,1430
2017-08-25,35538,2036,5707,931,1731,148,2389,2073
2017-08-26,31638,1643,4521,1253,1067,109,1818,2959
2017-08-27,29011,2442,4667,1102,1055,141,1791,1645
2017-08-28,32545,2885,5670,1096,1197,151,2185,2150
2017-08-29,35649,3070,6964,1165,1418,124,2552,2042
2017-08-30,37497,3001,7311,1208,1638,119,2551,2009
2017-08-31,40717,3833,7334,1036,1683,120,2864,1996
2017-09-01,37745,5517,6903,1007,1990,132,2809,1723
2017-09-02,34203,4004,5675,837,1475,93,1940,1305
2017-09-03,33920,2986,5857,929,1277,85,2089,1397
2017-09-04,40423,3226,7302,1029,1337,102,2306,1515
2017-09-05,40049,2879,7473,960,1364,132,2341,1588
2017-09-06,39593,2958,6227,944,1378,107,2357,1446
2017-09-07,39771,2531,6203,1009,1343,117,2071,1420
2017-09-08,32450,2006,5360,848,1181,86,1893,1349
2017-09-09,29221,1575,4100,656,944,80,1420,1044
2017-09-10,29004,1677,4240,678,1065,101,1433,1147
2017-09-11,31487,1788,5318,822,1141,118,1910,1208
2017-09-12,36669,1782,5651,821,1053,72,1832,1282
2017-09-13,51285,1877,6421,785,1211,93,1703,1751
2017-09-14,46945,2037,5547,734,1207,100,1898,2473
2017-09-15,45844,2232,4940,785,1323,85,1714,1724
2017-09-16,35393,1500,3743,757,1227,69,1332,1744
2017-09-17,33829,1600,4050,782,1136,86,1337,3397
2017-09-18,39631,1835,6403,1024,1348,167,1852,5081
2017-09-19,38494,1855,8264,1052,1199,116,2044,3774
2017-09-20,34188,1563,6059,967,1107,94,1840,2385
2017-09-21,31065,1491,5201,1256,1011,71,1588,2286
2017-09-22,28590,1286,4907,885,961,60,1437,1675
2017-09-23,22355,1060,3543,744,864,62,1067,1311
2017-09-24,23710,1113,3507,760,896,78,1061,1454
2017-09-25,26521,1418,4459,879,1001,91,1521,1913
2017-09-26,26945,1458,4500,828,1117,75,1428,2830
2017-09-27,27887,1543,4362,848,1052,85,1780,3885
2017-09-28,26235,1436,4073,794,986,75,1620,3579
2017-09-29,25139,1275,3727,652,931,95,1391,1742
2017-09-30,21560,1213,3000,584,854,60,1180,1287
2017-10-01,23638,1420,3199,633,967,81,1455,1258
2017-10-02,26007,1516,4037,619,1005,71,1734,1408
2017-10-03,26996,1394,3930,713,914,76,1543,2564
2017-10-04,29069,1232,3886,683,971,93,1605,1765
2017-10-05,26853,1117,3946,621,933,101,1876,1625
2017-10-06,24784,1275,3681,599,872,186,1794,1258
2017-10-07,22487,1110,2981,579,763,177,1264,1158
2017-10-08,23976,1283,3338,660,804,129,1983,1121
2017-10-09,28288,1510,4283,709,846,159,2346,1369
2017-10-10,29241,1443,4239,701,1080,106,2187,1382
2017-10-11,31418,1332,4305,682,1274,122,2240,1332
2017-10-12,45338,1901,5182,796,1341,103,2274,1538
2017-10-13,53804,2579,5499,832,1315,100,2250,1739
2017-10-14,40825,2145,4163,776,1166,63,1949,1599
2017-10-15,37131,2336,4317,746,1153,89,2227,1581
2017-10-16,41339,2377,5785,859,1428,930,3603,2235
2017-10-17,37203,2150,5866,757,1312,572,3088,1916
2017-10-18,34385,1914,5106,753,1222,336,2489,1555
2017-10-19,34379,1987,5071,747,1155,229,2298,1695
2017-10-20,39782,2032,4986,700,1169,201,2154,1621
2017-10-21,44661,2165,4472,730,1101,190,1848,1249
2017-10-22,40331,2251,4396,720,1126,305,1902,1336
2017-10-23,46345,2658,6092,882,1273,317,2407,1574
2017-10-24,43756,2304,6012,941,1298,281,2371,1511
2017-10-25,40927,2632,6001,946,1235,267,2463,1605
2017-10-26,39086,1974,5334,817,2079,144,1908,1379
2017-10-27,36708,1732,5179,760,1459,318,2780,1250
2017-10-28,31082,1350,3737,617,889,133,1481,990
2017-10-29,33836,1642,4950,899,1795,122,1602,1082
2017-10-30,42538,2108,5892,853,1209,146,2155,1200
2017-10-31,48178,2252,5770,884,1359,250,2651,1365
2017-11-01,56103,2435,6518,886,1363,150,2334,1416
2017-11-02,74790,3057,7543,981,1451,182,2673,5889
2017-11-03,64293,2923,6491,1017,1425,182,3083,2592
2017-11-04,49914,2409,5175,856,1231,147,2190,1806
2017-11-05,48027,2392,5407,965,1325,156,2377,1541
2017-11-06,51778,2737,6706,1112,1429,180,2839,2243
2017-11-07,51470,3278,7106,1118,1395,249,2800,2392
2017-11-08,54912,3608,8177,1217,1433,239,3529,2153
2017-11-09,54591,3325,7573,1306,1591,320,4144,2347
2017-11-10,53492,2823,6015,1282,1448,220,2614,1744
2017-11-11,44339,2093,4742,1109,1147,151,2037,1513
2017-11-12,45229,2418,6848,2043,1409,174,2430,1729
2017-11-13,54732,2822,6542,2585,2845,218,3046,2067
2017-11-14,50079,3230,7666,2101,2432,859,4189,2473
2017-11-15,46140,2857,6956,1521,1699,507,3108,2014
2017-11-16,49047,2664,5776,1205,1498,266,4096,1689
2017-11-17,62242,3238,5769,1165,1485,207,3624,1567
2017-11-18,48910,2486,5044,1169,1308,174,2594,1350
2017-11-19,44907,2848,5372,1031,1571,189,2720,1464
2017-11-20,58371,3789,7082,1281,1739,249,4103,1849
2017-11-21,61690,3365,7676,2195,1720,239,3780,1871
2017-11-22,53155,2729,7421,3021,1998,230,3494,2358
2017-11-23,47490,3347,8511,2602,3576,867,4180,2678
2017-11-24,45720,2902,7984,1636,1975,300,3497,1968
2017-11-25,44223,3999,7761,2010,1678,176,3628,2162
2017-11-26,65803,4472,8653,1990,1998,272,4210,1999
2017-11-27,123516,6969,13638,2170,2662,378,5947,2646
2017-11-28,144286,8156,13703,2082,3121,594,7690,3060
2017-11-29,262289,12958,18438,3807,4695,963,9394,3627
2017-11-30,212459,7786,14850,5154,3779,508,7489,3170
2017-12-01,167229,6577,11187,3431,2968,552,6067,2799
2017-12-02,111343,6930,9662,2448,2529,572,5127,2904
2017-12-03,107583,6489,10086,2365,2761,403,5376,3134
2017-12-04,161367,7363,13371,2444,3482,495,6677,3294
2017-12-05,159921,7359,13148,2277,3633,747,6099,4982
2017-12-06,179109,8125,14076,2154,3665,1335,6011,6056
2017-12-07,331637,11314,18683,2443,5300,1082,7973,5502
2017-12-08,344686,15410,17714,2420,5161,808,8704,5056
2017-12-09,214245,19679,14021,2162,4006,573,7574,3863
2017-12-10,189621,11172,13410,2042,3606,479,7004,3645
2017-12-11,242875,21901,16653,2673,5424,743,9868,4678
2017-12-12,230521,44211,20202,3438,8358,848,17245,5853
2017-12-13,201431,25174,20895,3526,8833,952,24482,5691
2017-12-14,163855,15691,16677,3269,6947,1176,29328,5541
2017-12-15,128830,12837,13704,2631,6421,1875,25132,4519
2017-12-16,117337,11198,12598,2364,7597,1388,18476,4258
2017-12-17,124072,12008,13252,3616,8904,1693,17140,4817
2017-12-18,137631,12588,15059,3066,7695,1656,18790,5051
2017-12-19,156057,12551,16558,3271,8215,1428,18021,4950
2017-12-20,164499,12456,14233,4050,7892,1131,15291,5242
2017-12-21,141432,10110,12161,3176,8583,1171,20955,4625
2017-12-22,164227,8610,11424,2115,6197,980,21212,3730
2017-12-23,145737,6537,9914,1888,5934,877,13369,3157
2017-12-24,109871,5304,8511,1460,5473,690,9920,2737
2017-12-25,116313,5226,9021,1582,9327,762,9397,2849
2017-12-26,126930,6029,10413,1922,6177,875,11175,3619
2017-12-27,99195,5994,10883,1979,5823,940,15753,3784
2017-12-28,92296,5694,9689,1966,4936,1025,18007,3615
2017-12-29,91724,5105,9448,1846,5364,1786,29327,3451
2017-12-30,83250,4505,7678,1775,4944,3176,37077,3131
2017-12-31,67355,3487,6335,1358,4273,1547,20452,2672
2018-01-01,65416,3130,6340,1370,4277,2234,14976,2395
2018-01-02,85549,4983,10701,2065,6556,3811,23934,5675
2018-01-03,91452,5563,11354,2162,7777,7268,29864,6059
2018-01-04,86342,6208,12828,2187,9328,5863,37555,4523
2018-01-05,79232,4867,12177,1901,10898,3633,29949,3807
2018-01-06,79836,5299,9585,1731,10023,2493,18316,3325
2018-01-07,79013,5200,11149,1989,8528,2464,16966,3720
2018-01-08,87562,5527,14735,1957,12253,2473,19893,3837
2018-01-09,91854,5432,14687,1901,9324,2330,16854,3917
2018-01-10,99815,6292,17235,1775,7034,2144,14182,3542
2018-01-11,88028,4502,12743,1664,5569,2070,14015,3948
2018-01-12,75933,3759,11185,1536,5601,2349,10966,3092
2018-01-13,65514,3618,10510,1329,4369,1902,8125,2600
2018-01-14,57507,3735,10156,1360,4397,2028,8529,2693
2018-01-15,63876,3725,11369,1794,5936,2160,8997,3493
2018-01-16,74029,3984,12568,1436,4812,1712,9967,3263
2018-01-17,89187,4076,12326,1464,5037,1668,10668,3402
2018-01-18,70655,3812,9842,1593,4196,2005,9642,3342
2018-01-19,58273,3139,8853,1474,3744,1554,7406,2833
2018-01-20,50979,2822,7322,1181,3346,1139,5416,2669
2018-01-21,47043,3000,7714,1161,3199,954,5267,2570
2018-01-22,53460,2864,8164,1226,3316,1172,5965,3178
2018-01-23,48401,2778,7817,1211,3949,1086,5266,2842
2018-01-24,50792,2782,7988,1091,4062,1645,5138,2776
2018-01-25,53599,3019,7597,1173,3756,1706,4762,2589
2018-01-26,45074,3095,6417,954,3501,1367,4293,2651
2018-01-27,39103,2607,5458,846,3009,1097,3795,3027
2018-01-28,39525,2632,6198,982,2790,971,4401,2784
2018-01-29,41255,2668,7367,1042,4079,1074,4514,3416
2018-01-30,39961,2469,7102,1038,3320,885,4173,2842
2018-01-31,44012,2559,7295,1117,3728,838,4136,2935
2018-02-01,47413,2530,7259,1031,3785,835,3715,3051
2018-02-02,52986,2570,6668,999,4841,743,4177,3574
2018-02-03,44264,2275,5381,814,3654,719,3348,3276
2018-02-04,42910,2535,7649,793,2887,614,3077,2995
2018-02-05,56614,2331,13379,820,2659,666,4047,2903
2018-02-06,57917,3086,7078,845,2945,780,4830,2735
2018-02-07,42782,2381,6359,1093,2162,620,3930,3109
2018-02-08,40473,2105,5978,987,2673,574,3819,2247
2018-02-09,40043,1927,5413,925,3273,565,4137,2393
2018-02-10,33655,1655,4347,699,2208,441,3415,2091
2018-02-11,33358,1799,5133,699,2370,487,3130,2421
2018-02-12,42788,1957,5980,836,2531,522,3464,3091
2018-02-13,37817,1780,5586,862,2428,1041,3107,2571
2018-02-14,34123,3416,5536,741,2574,710,2989,3302
2018-02-15,36704,4401,5896,1160,3570,1107,3856,3127
2018-02-16,31048,2512,4614,896,2444,539,2739,2021
2018-02-17,28385,2145,4092,687,1788,497,2288,1812
2018-02-18,26705,2170,4019,727,1701,467,2344,2013
2018-02-19,26856,1926,5410,829,1763,547,2806,2102
2018-02-20,38980,2259,5340,848,2182,593,2892,2174
2018-02-21,24746,1847,4818,885,2071,455,2492,2203
2018-02-22,23720,1498,4588,806,1670,407,2431,1982
2018-02-23,20187,1314,3960,755,1341,438,2100,1697
2018-02-24,18489,1126,3522,536,1152,285,1735,1472
2018-02-25,23615,1367,6777,539,1291,345,1718,1495
2018-02-26,24751,1738,8009,630,1437,415,2091,1870
2018-02-27,27708,1480,10418,822,1363,417,2354,2022
2018-02-28,23812,1235,8557,776,1246,391,2107,1965
2018-03-01,19703,1336,3646,673,1329,370,1781,2154
2018-03-02,28651,1159,3428,668,1223,363,1814,2221
2018-03-03,17645,1154,3071,469,1204,390,2115,2061
2018-03-04,17668,1099,2905,492,1034,414,1733,1723
2018-03-05,18631,1331,3914,602,1358,516,2355,1939
2018-03-06,31665,1389,4010,621,1464,429,2268,1911
2018-03-07,25862,1203,3662,575,1254,376,2122,1827
2018-03-08,18247,1197,3652,550,1215,510,2192,1703
2018-03-09,18272,1033,3365,503,1047,522,2054,1538
2018-03-10,15591,940,2855,501,966,405,2245,1352
2018-03-11,20093,931,3572,550,1039,323,1730,1353
2018-03-12,21664,1193,4051,620,3585,469,2030,1617
2018-03-13,20618,1051,3709,710,3011,492,2075,1645
2018-03-14,18965,1047,3551,556,1864,388,1771,1444
2018-03-15,19632,1275,3281,537,1728,380,1784,1657
2018-03-16,17650,1023,2875,528,1732,343,1601,1327
2018-03-17,14444,824,2932,448,988,278,1195,1181
2018-03-18,16792,934,5673,404,1022,316,1464,1259
2018-03-19,28645,1070,26233,666,1360,436,2223,1593
2018-03-20,22021,1040,12973,566,1142,429,1693,1343
2018-03-21,26294,919,22997,510,1281,388,1628,1328
2018-03-22,32044,1082,30494,586,1199,298,1587,1333
2018-03-23,26204,849,24796,477,1163,322,1444,1162
2018-03-24,14517,784,2910,417,873,317,2458,1014
2018-03-25,12644,794,2275,418,914,263,1159,1134
2018-03-26,25896,1110,3411,523,1057,347,1546,1550
2018-03-27,20067,1271,3432,563,1060,362,1568,1592
2018-03-28,25001,1668,4205,569,1184,344,3374,1457
2018-03-29,17879,2872,5073,692,1475,416,3008,1405
2018-03-30,18396,3044,4649,620,1196,318,1734,1328
2018-03-31,12176,3006,3918,552,1117,297,1285,1043
2018-04-01,13807,3109,4164,640,1249,380,1691,1192
2018-04-02,18749,2710,4200,614,1101,388,1564,1304
2018-04-03,18075,2914,4946,690,1192,343,1567,1428
2018-04-04,20736,2993,5719,655,1233,345,1555,1339
2018-04-05,20691,3029,5109,712,1280,308,1596,1450
2018-04-06,18699,2570,4381,661,1202,308,1317,1677
2018-04-07,17621,2938,4908,556,1042,225,1062,1439
2018-04-08,17800,3333,5320,541,1043,204,1203,1469
2018-04-09,14955,2861,4354,627,1112,284,1553,1818
2018-04-10,18262,2523,4345,631,1130,252,1320,1495
2018-04-11,14757,2587,4084,545,1205,291,1345,1454
2018-04-12,16972,2573,4372,614,1183,261,1537,1370
2018-04-13,15121,2511,3846,626,1232,265,1583,1237
2018-04-14,12104,2424,3346,471,928,206,1014,982
2018-04-15,12138,2458,3584,512,925,246,1135,1193
2018-04-16,15892,2698,4411,549,1081,303,1447,1276
2018-04-17,17430,2721,4038,587,1274,313,3850,1399
2018-04-18,16359,3024,4847,597,1274,400,2144,1866
2018-04-19,15434,2580,3915,564,1269,436,1955,1542
2018-04-20,,,,,,,,
