Date,Trend
2014-05-21,61
2014-05-22,40
2014-05-23,42
2014-05-24,58
2014-05-25,66
2014-05-26,95
2014-05-27,77
2014-05-28,61
2014-05-29,81
2014-05-30,54
2014-05-31,89
2014-06-01,62
2014-06-02,72
2014-06-03,75
2014-06-04,89
2014-06-05,51
2014-06-06,85
2014-06-07,73
2014-06-08,63
2014-06-09,63
2014-06-10,85
2014-06-11,51
2014-06-12,44
2014-06-13,38
2014-06-14,44
2014-06-15,31
2014-06-16,65
2014-06-17,80
2014-06-18,92
2014-06-19,72
2014-06-20,70
2014-06-21,95
2014-06-22,89
2014-06-23,100
2014-06-24,84
2014-06-25,58
2014-06-26,54
2014-06-27,65
2014-06-28,38
2014-06-29,42
2014-06-30,62
2014-07-01,39
2014-07-02,47
2014-07-03,65
2014-07-04,55
2014-07-05,38
2014-07-06,71
2014-07-07,42
2014-07-08,34
2014-07-09,58
2014-07-10,59
2014-07-11,73
2014-07-12,61
2014-07-13,55
2014-07-14,85
2014-07-15,50
2014-07-16,44
2014-07-17,95
2014-07-18,73
2014-07-19,48
2014-07-20,47
2014-07-21,100
2014-07-22,62
2014-07-23,52
2014-07-24,55
2014-07-25,57
2014-07-26,52
2014-07-27,62
2014-07-28,70
2014-07-29,31
2014-07-30,43
2014-07-31,35
2014-08-01,69
2014-08-02,46
2014-08-03,42
2014-08-04,70
2014-08-05,50
2014-08-06,58
2014-08-07,39
2014-08-08,66
2014-08-09,33
2014-08-10,46
2014-08-11,54
2014-08-12,60
2014-08-13,46
2014-08-14,70
2014-08-15,58
2014-08-16,60
2014-08-17,41
2014-08-18,69
2014-08-19,27
2014-08-20,53
2014-08-21,42
2014-08-22,44
2014-08-23,46
2014-08-24,64
2014-08-25,52
2014-08-26,68
2014-08-27,19
2014-08-28,53
2014-08-29,71
2014-08-30,86
2014-08-31,53
2014-09-01,71
2014-09-02,69
2014-09-03,37
2014-09-04,100
2014-09-05,62
2014-09-06,49
2014-09-07,44
2014-09-08,54
2014-09-09,57
2014-09-10,83
2014-09-11,26
2014-09-12,76
2014-09-13,52
2014-09-14,30
2014-09-15,55
2014-09-16,69
2014-09-17,40
2014-09-18,55
2014-09-19,65
2014-09-20,35
2014-09-21,64
2014-09-22,63
2014-09-23,70
2014-09-24,63
2014-09-25,60
2014-09-26,62
2014-09-27,81
2014-09-28,55
2014-09-29,58
2014-09-30,46
2014-10-01,42
2014-10-02,60
2014-10-03,45
2014-10-04,57
2014-10-05,100
2014-10-06,62
2014-10-07,79
2014-10-08,54
2014-10-09,59
2014-10-10,57
2014-10-11,40
2014-10-12,55
2014-10-13,74
2014-10-14,41
2014-10-15,62
2014-10-16,54
2014-10-17,60
2014-10-18,60
2014-10-19,93
2014-10-20,33
2014-10-21,58
2014-10-22,59
2014-10-23,26
2014-10-24,45
2014-10-25,36
2014-10-26,49
2014-10-27,41
2014-10-28,100
2014-10-29,63
2014-10-30,30
2014-10-31,58
2014-11-01,31
2014-11-02,44
2014-11-03,50
2014-11-04,86
2014-11-05,21
2014-11-06,46
2014-11-07,17
2014-11-08,34
2014-11-09,34
2014-11-10,82
2014-11-11,33
2014-11-12,66
2014-11-13,66
2014-11-14,60
2014-11-15,54
2014-11-16,43
2014-11-17,45
2014-11-18,35
2014-11-19,34
2014-11-20,59
