Date,Trend
2013-08-05,75
2013-08-06,89
2013-08-07,93
2013-08-08,87
2013-08-09,100
2013-08-10,97
2013-08-11,83
2013-08-12,76
2013-08-13,76
2013-08-14,83
2013-08-15,86
2013-08-16,70
2013-08-17,80
2013-08-18,83
2013-08-19,82
2013-08-20,85
2013-08-21,94
2013-08-22,82
2013-08-23,85
2013-08-24,88
2013-08-25,74
2013-08-26,81
2013-08-27,95
2013-08-28,84
2013-08-29,82
2013-08-30,97
2013-08-31,95
2013-09-01,87
2013-09-02,96
2013-09-03,93
2013-09-04,85
2013-09-05,96
2013-09-06,80
2013-09-07,85
2013-09-08,85
2013-09-09,90
2013-09-10,76
2013-09-11,91
2013-09-12,83
2013-09-13,81
2013-09-14,74
2013-09-15,86
2013-09-16,76
2013-09-17,89
2013-09-18,77
2013-09-19,85
2013-09-20,87
2013-09-21,79
2013-09-22,82
2013-09-23,89
2013-09-24,88
2013-09-25,74
2013-09-26,93
2013-09-27,87
2013-09-28,89
2013-09-29,67
2013-09-30,81
2013-10-01,87
2013-10-02,80
2013-10-03,97
2013-10-04,81
2013-10-05,89
2013-10-06,89
2013-10-07,88
2013-10-08,81
2013-10-09,80
2013-10-10,100
2013-10-11,78
2013-10-12,87
2013-10-13,78
2013-10-14,92
2013-10-15,83
2013-10-16,84
2013-10-17,86
2013-10-18,86
2013-10-19,76
2013-10-20,70
2013-10-21,81
2013-10-22,86
2013-10-23,90
2013-10-24,94
2013-10-25,84
2013-10-26,84
2013-10-27,73
2013-10-28,88
2013-10-29,96
2013-10-30,90
2013-10-31,87
2013-11-01,86
2013-11-02,75
2013-11-03,89
2013-11-04,91
2013-11-05,98
2013-11-06,72
2013-11-07,75
2013-11-08,79
2013-11-09,71
2013-11-10,69
2013-11-11,69
2013-11-12,88
2013-11-13,81
2013-11-14,87
2013-11-15,75
2013-11-16,81
2013-11-17,70
2013-11-18,85
2013-11-19,87
2013-11-20,96
2013-11-21,77
2013-11-22,86
2013-11-23,80
2013-11-24,80
2013-11-25,87
2013-11-26,92
2013-11-27,91
2013-11-28,82
2013-11-29,88
2013-11-30,84
