ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
1024172223756742656,"TRON $TRX price: $0.035124 

Binance fees are 3-5x less than Bittrex ! 🤑 🤔  

➡️ http://binance.com/?ref=10078236

$EDO $XDN $REQ $VEE $BNT $XSPEC $OMNI $NXC $SHIFT $XP $PURE $ETH $XNN $ION $POWR $POSW $CDT $DPY $XAS $RHOC $VET $ZIL $MYST https://t.co/WdpeWCqFRr",1532995961,kevinedmunds644,0,0,0,0,tweet
1024172225518166016,"Esther otoo
@Estheroto
@AbiodunAyoola13 @MagdalenaApollo @ABillionCoins @Johnayo12310984 @NanaK74595582 @AirDrop_now @soliddrops @airdrops_mania @NanaYawBE @airdroptopp
Amin Badis
Amin Badis
@AminBadis1
Good
Project <quoted_status> NeoCash Token (1500 Airdrop)
https://t.co/7dWRXCF8Zv
Our target is to reach 25 ETH, needed to pay a good exchange like CoinExchange or any other with a similar fee, we count on your support

#Airdrop #eth #Etherium #bitcoin #freetoken #Freecoin </quoted_status>",1532995961,Amandee60834957,0,0,0,1017064561441214467,quoted_retweet
1024172226713546753,"RT @helexcorp: Buy Helex Token in our Public ICO with +50 Coins, powered by Coingate ✨🌎

Visit 👉🏻 http://coingate.com/pay/Helex

$HLX #Helex #cry… <retweeted_status> Buy Helex Token in our Public ICO with +50 Coins, powered by Coingate ✨🌎

Visit 👉🏻 http://coingate.com/pay/Helex

$HLX #Helex #cryptocurrencies  #world #realestate #islands #eth #exclusive #icos #blockchain  #cryptoworld  #HelexTokensale https://t.co/JMC5XXTauX </retweeted_status>",1532995961,one_cryptocrowd,0,0,0,1018517126242623488,retweet
1024172245818597376,"Getting Deep Into Geth: Why Syncing Ethereum Node Is Slow
Downloading the blocks is just a small part. There is a lot of stuff going on…
https://t.co/r1bwNgMW95
@EthereumNetw @EthereumSV #Ethereum #Blockchain #Geth @ConsenSys  @infura_io",1532995966,vasa_develop,0,0,0,0,tweet
1024172246523424770,"great <quoted_status> NeoCash Token (1500 Airdrop)
https://t.co/g9hXMnb5nQ
Our target is to reach 25 ETH, needed to pay a good exchange like CoinExchange or any other with a similar fee, we count on your support

#Airdrop #eth #Etherium #bitcoin #freetoken #Freecoin </quoted_status>",1532995966,dilip9525,0,0,0,1012720034001629186,quoted_retweet
1024172244761825281,"Copy successful traders automatically with Bitcoin! 💰💰

I copy ""wangzai888"". Do you?

➡️ https://1broker.com/?r=25023 ⬅️

Talk about a sweet &amp; uncomplicated 'set-and-forget' revenue! ⛱️💎

$KCS | $MITH | $VEN | $ELF | $AION | $VERI | $HT | $ETH | $QASH | $XVG https://t.co/lkBCqvf8F2",1532995966,RitaFelder4,0,0,0,0,tweet
