ID,Tweet,Time,User,Likes,Replies,Retweet,in_response_to,response_type
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
,,,Ripple_XRP1,0,0,0,,tweet
