ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
665575031121059840,"Remember there's no such thing as a small act of kindness. Every act creates a ripple with no logical end. – Scott Adams""",1447520427,namelesstv,102,0,71,0,tweet
665598127282388992,Please take 5 minutes out of your day to help a stranger in need. I small kind action now can ripple into something great later.,1447525934,Arnaud_Palmer,11,1,3,665597786407108608,reply
665531228687360004,@GodGirl770 @RiverofHealing2 and may those prayers & God's glorious response ripple outward!,1447509984,elinptr,2,1,2,665439697087393793,reply
665650051667111936,#FinTech ... No surprises @Ripple is strongly featured here (cc @RippleLabs ) https://twitter.com/obussmann/status/665649735332663296  <quoted_status>#FinTech disruption: The Top 100 Influencers via @onalytica pic.twitter.com/uBTsgtKGJR http://bit.ly/1XvGGaL  #UBSinnovate</quoted_status>,1447538314,sarahmceneaney,2,0,1,665649735332663296,quoted_retweet
665637681498492928,Nice crowd at the Rutgers game. Maybe the fans thought 2:30 mt time. Hmm.. I just saw the fans in the north end trying to start a ripple.,1447535364,GitRDoneLarry,46,5,5,0,tweet
665636003512741888,Designing the New Ripple Logo with Creative Director @elielilang https://ripple.com/blog/designing-the-new-ripple-logo/ pic.twitter.com/gkjNk39oSB,1447534964,Ripple,4,0,3,0,tweet
665624555713486848,Small actions ripple outward. Changing mindsets is the most difficult yet crucial work for large-scale results. Start in your sphere.,1447532235,LadyAlthaea,6,1,1,0,tweet
665612662743535616,"#ICanDoIt2015 #NancyLevin ""Take action in one area of your life and it will create a ripple effect..."" pic.twitter.com/6wI6RVRTzs",1447529399,lee808ann,6,0,1,0,tweet
665603834962509824,Connected educators have ripple effect they listen share practice reflect and then redo #edchatMENA #edchat #satchat pic.twitter.com/LXdw4pf69u,1447527295,bashaierk,1,0,2,0,tweet
665578215973462016,"Every choice we make,no matter how big or small, in life has a ripple effect...Think before you choose.

Good Night Tweeples ",1447521187,Hre_Krsna,4,1,5,0,tweet
665570667153215488,"In times of tragedy, let us not forget that we are each other's ripples of hope. This weekend, do something good & send your ripple forward.",1447519387,ShoaClarke,16,0,8,0,tweet
665569026983104512,CONGRATULATIONS TO THE BROAD RIPPLE BREWPUB FOR 25 GREAT YEARS. HAPPY ANNIVERSARY. 11.14.15,1447518996,twentytap,4,0,1,0,tweet
665562812962488320,"Spread as much light and love as you can, it has a ripple effect. #prayforparis  https://instagram.com/p/-EkygmMEqU/ ",1447517514,aluvolution,6,0,6,0,tweet
665552357799927809,"""The actions of every woman have a ripple effect. You may not change the world,but you can change your own."" Amanda Pietrocola #Inspire2015",1447515022,BrownAngelaM,2,0,2,0,tweet
665547358227316739,"Don't miss the artist talk tonight for the opening of 44 MEMORIES by Sergio Gomez. White Ripple Gallery, IN. pic.twitter.com/gJ0PbFAjUx",1447513830,SergioGomezArt,2,0,2,0,tweet
665542627257950208,#YehSachHai  A simple act of caring creates an endless ripple.,1447512702,omi774552,2,0,4,0,tweet
665538681248358400,47 days left to create a Ripple and #makeadifference in someone's life! #Rippling2015,1447511761,Rippleon,3,1,2,0,tweet
665474516856864768,@wilsonlunatv our choices do not just affect ourselves. there are ripple effects that can end up changing the world #movienight,1447496463,ProvideFirstAid,5,1,1,0,tweet
665395218737426432,"Positivity is like a ripple. If one person is positive, that one person will cause  more ripples and create more positivity.",1447477557,AlfheimThomas,6,0,3,0,tweet
665391574386212864,Paris Attacks Have Ripple Effect On Travel Out Of New York Airports http://cbsloc.al/1SqVi7K ,1447476688,CBSNewYork,10,0,15,0,tweet
665391574252064768,#Queens #NY Paris Attacks Have Ripple Effect On Travel Out Of New York Airports: NEW YO... http://cbsloc.al/1HIN2jh  http://LearningBees.com ,1447476688,LearningBeesStu,5,0,2,0,tweet
665385834644832257,Guest Opinion on International Remittances by @Ripple (article: http://leveloneproject.org ) http://www.xrpchat.com/topic/485-guest-opinion-on-international-remittances-by-ripple-article-leveloneprojectorg/ ,1447475319,RippleFeed,1,0,1,0,tweet
665372094192979968,"LN often person who harms, abuses, is a family member, ripple effects of family violence - need to stop $26m on ""bloody flags"" #EndVAW",1447472043,juliefairey,2,0,1,0,tweet
665371296683937793,"Ripple , The future of payments - http://bit.ly/1H1gG38  - #bitcoin #breaking",1447471853,TheBitcoinNews,0,0,4,0,tweet
665370847700344832,"A beautiful message Catherine Ord Coaching..  
Kindness has a ripple effect in the universe.. xx http://fb.me/7KI1ph2qq ",1447471746,inanutshellmktg,3,0,0,0,tweet
665364333111693314,"my friends in Paris are ok, 120+'s are not. this is a global ripple of sadness. SM connects us, as it divides us. hate cures nothing.",1447470193,ambientabbot,9,0,3,0,tweet
665363786669416448,Kindness and your good energy matter.  The Ripple Effect  http://bit.ly/1OyBykw pic.twitter.com/JD8RwI34df,1447470063,anticancerclub,1,0,0,0,tweet
665357830594121729,"@lohendri @iamlaurenp 
LOL at the both of you. That ice cream better be Fudge Ripple... Ah hahaha.",1447468643,BigBabaRob,2,1,0,665355908197675008,reply
