,2009-01-03 00:00:00,0.00000004971026962962963
0,2009-01-05 00:00:00,0.0
1,2009-01-07 00:00:00,0.0
2,2009-01-09 00:00:00,6.959437748148147e-07
3,2009-01-11 00:00:00,5.269288580740741e-06
4,2009-01-13 00:00:00,5.716681007407408e-06
5,2009-01-15 00:00:00,6.313204242962964e-06
6,2009-01-17 00:00:00,5.368709120000002e-06
7,2009-01-19 00:00:00,5.915522085925926e-06
8,2009-01-21 00:00:00,5.617260468148148e-06
9,2009-01-23 00:00:00,3.3305880651851844e-06
10,2009-01-25 00:00:00,9.643792308148147e-06
11,2009-01-27 00:00:00,5.1201577718518525e-06
12,2009-01-29 00:00:00,6.064652894814814e-06
13,2009-01-31 00:00:00,6.412624782222221e-06
14,2009-02-02 00:00:00,6.313204242962964e-06
15,2009-02-04 00:00:00,6.114363164444443e-06
16,2009-02-06 00:00:00,6.412624782222221e-06
17,2009-02-08 00:00:00,6.661176130370369e-06
18,2009-02-10 00:00:00,6.313204242962964e-06
19,2009-02-12 00:00:00,5.8658118162962975e-06
20,2009-02-14 00:00:00,7.009148017777777e-06
21,2009-02-16 00:00:00,6.114363164444443e-06
22,2009-02-18 00:00:00,6.164073434074074e-06
23,2009-02-20 00:00:00,6.3629145125925925e-06
24,2009-02-22 00:00:00,6.014942625185187e-06
25,2009-02-24 00:00:00,5.517839928888888e-06
26,2009-02-26 00:00:00,4.772185884444443e-06
27,2009-02-28 00:00:00,5.070447502222223e-06
28,2009-03-02 00:00:00,5.1698680414814805e-06
29,2009-03-04 00:00:00,5.269288580740741e-06
30,2009-03-06 00:00:00,5.8658118162962975e-06
31,2009-03-08 00:00:00,5.567550198518519e-06
32,2009-03-10 00:00:00,5.219578311111112e-06
33,2009-03-12 00:00:00,5.8658118162962975e-06
34,2009-03-14 00:00:00,5.766391277037037e-06
35,2009-03-16 00:00:00,6.462335051851853e-06
36,2009-03-18 00:00:00,5.4681296592592585e-06
37,2009-03-20 00:00:00,5.8658118162962975e-06
38,2009-03-22 00:00:00,4.722475614814816e-06
39,2009-03-24 00:00:00,5.219578311111112e-06
40,2009-03-26 00:00:00,5.617260468148148e-06
41,2009-03-28 00:00:00,5.915522085925926e-06
42,2009-03-30 00:00:00,6.213783703703704e-06
43,2009-04-01 00:00:00,5.318998850370371e-06
44,2009-04-03 00:00:00,5.617260468148148e-06
