Date,Open,Close,High,Low,Volume,Percentage Change,Classification
0,0.00258861,0.0024652,0.002695,0.00235,649.2862460700001,0.05431077629327774,0
3,0.00245889,0.00217,0.0025625,0.00207,631.2146380500001,0.06257829815149307,1
6,0.00214928,0.002373,0.00259802,0.00205141,521.79791406,0.019908195361495015,0
9,0.00237998,0.00242486,0.00244576,0.00219708,444.33663542,0.014348660595715048,1
12,0.00242488,0.00239,0.0026489,0.00233,484.41496723,0.0289350301027298,0
15,0.00237715,0.00223385,0.0024500000000000004,0.00196081,558.4260122399999,0.04574138298630714,0
18,0.00222,0.0020368,0.00234899,0.0019843,253.26868013,0.004155869595706463,1
21,0.00203042,0.00205,0.00210563,0.00197597,270.09525398999995,0.010320049710571766,0
24,0.002045,0.00202199,0.00209998,0.002,213.98285071000004,0.012126186862587929,1
27,0.00202212,0.00208602,0.00210599,0.0020009,236.81574836,2.396966374362819e-05,0
30,0.0021023000000000005,0.00208025,0.00222,0.002045,306.13193362000004,0.002114786067977548,0
33,0.00210636,0.00198348,0.0021999000000000003,0.00195164,212.62541067,0.003018948016688228,0
36,0.00197386,0.00219764,0.002245,0.0019554000000000004,459.89027353,0.011985793709754944,1
39,0.00219042,0.00214946,0.00226992,0.00202972,455.5062238999999,0.0073012541979551315,0
42,0.00214946,0.00210053,0.0021999800000000003,0.00206,163.59237623,0.03461642563343048,0
45,0.00209035,0.00201695,0.00210051,0.00195,250.79164704,0.050418198108673096,0
48,0.00200591,0.00188643,0.00202997,0.00185,484.77965871000004,0.006095999851822853,0
51,0.00188634,0.00181059,0.00190996,0.00131003,518.13807656,0.06808756291866302,0
54,0.0017920000000000004,0.00172057,0.0017999000000000003,0.00165245,209.47845796000001,0.039939798414707184,0
57,0.00171336,0.0016648,0.00179,0.00160034,114.93620853000002,0.03038930520415306,0
60,0.00165694,0.00159921,0.0017174999999999998,0.00155505,247.51159028,0.00636209174990654,0
63,0.00159921,0.00156993,0.0016579999999999998,0.0015300000000000001,242.11046771000002,0.003857843577861786,1
66,0.00156415,0.0015164999999999998,0.00159203,0.00150001,209.6316966,0.04975249245762825,1
69,0.0015277,0.00156215,0.0016,0.00145336,209.58612192,0.06446117907762527,0
72,0.00156215,0.00143749,0.00156441,0.0014,265.46332339,0.00753930164501071,1
75,0.00143749,0.00138331,0.0014815,0.00135715,167.89629929,0.02279631048440933,1
